angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Bmag,Vmag,SpType,ASCC,Seq,Pkin,Pph,Psp
0.022571,307.831427748538,41.8605308010629,0.006,0.005,0,2068044826249287680,307.83141954561,0.1575,41.8605213997,0.1965,0.9577,0.201,-1.419,0.325,-2.184,0.374,0,2501560.0,597.674,9.692841,1188510.0,1292.99,10.163881,1856590.0,2230.53,9.090132,1.07375,-5.84,0.71,8,5060.0,,,,,307.831434,41.860535,307.83143382,41.86054339,10.783,9.909,,434649,490,0.0,0.0,0
0.053061,307.8417786348522,41.5245452962009,0.001,0.001,0,2067845887660714880,307.84176402383,0.0216,41.5245252445,0.0298,0.5532,0.0301,-2.541,0.047,-4.657,0.054,0,1720250.0,781.542,10.099385,631225.0,660.24,10.850927,1574160.0,1451.92,9.2693,1.581627,,,0,4365.0,0.839,0.388,30.39,302.135,307.84178,41.52456,307.84178501,41.52457289,11.621,10.614,,434656,490,0.9802,1.0,1
0.147079,307.842531087242,41.8271520106166,0.002,0.002,0,2068044379572689408,307.84234583293,0.0655,41.82697092602,0.0693,4.7977,0.0774,-32.062,0.131,-42.058,0.134,0,691361.0,273.445,11.089104,360518.0,454.215,11.45907,469660.0,353.038,10.582461,0.876609,14.99,2.36,8,5456.24,0.286,0.137,1.24,1.218,307.842571,41.827124,307.84266969,41.82722858,11.872,11.132,,434657,490,0.0,0.0,0
0.388921,307.8870841356388,41.0568925103954,0.001,0.001,90,2067798299422673536,307.8870698702,0.0199,41.05686172733,0.021,1.1119,0.0261,-2.498,0.043,-7.15,0.041,0,252244.0,59.4319,12.183814,129147.0,151.619,12.573682,177650.0,148.238,11.638008,0.935674,,,0,5430.33,,,3.26,8.301,307.88706,41.056999,307.88708394,41.05700274,12.365,11.69,,434678,490,0.1299,0.3664,1
0.438796,307.8925869501954,41.4696182898429,0.001,0.001,90,2067842378667954560,307.89259338438,0.0205,41.46958647821,0.0238,1.9865,0.0276,1.12,0.045,-7.389,0.042,0,369395.0,76.8169,11.769638,212221.0,207.411,12.034418,228370.0,211.072,11.365323,0.669095,,,0,6358.5,0.7983,0.371,1.57,3.625,307.89274,41.469577,307.89271593,41.46960025,12.133,12.352,,434684,490,0.0098,0.0,1
0.198102,307.9003067537291,41.8111671398774,0.001,0.001,90,2068043731033335424,307.90030624939,0.0217,41.81115290101,0.0236,0.7698,0.0257,-0.087,0.044,-3.307,0.041,0,373124.0,154.794,11.758732,186496.0,281.778,12.174714,277576.0,425.411,11.153465,1.021249,,,0,5183.3,,,6.39,26.518,307.900239,41.811189,307.90024091,41.81119271,12.368,12.182,,434688,490,0.6733,0.0057,1
0.041121,307.9035114477375,41.7288443255704,0.001,0.001,0,2067855199149986944,307.90350371882,0.0204,41.72882508612,0.0266,0.8748,0.0267,-1.34,0.042,-4.469,0.045,0,1887100.0,899.691,9.998878,696686.0,583.299,10.743796,1697200.0,1541.94,9.187587,1.55621,-6.8,0.27,4,4304.69,0.2833,0.132,21.0,136.42,307.903506,41.728855,307.90350858,41.72886704,11.456,10.437,,434691,490,0.9493,1.0,1
0.040915,307.9062729233805,41.2224997565404,0.001,0.001,90,2067826062091598976,307.90625934801,0.0278,41.22248322073,0.0308,0.6834,0.036,-2.372,0.059,-3.841,0.058,0,3283260.0,10993.3,9.397602,827101.0,8145.89,10.557491,3655270.0,34554.8,8.35462,2.202871,,,0,3727.0,,,56.6,556.789,307.906288,41.222499,307.90629744,41.2225031,11.67,10.482,O9?,434694,490,0.3048,0.6185,1
0.097681,307.9088500290091,41.7309198792513,0.026,0.025,0,2067855302229202304,307.90881758878,0.7837,41.73090138931,0.8639,-1.8835,0.891,-5.623,1.615,-4.294,1.68,0,2259170.0,555.615,9.803492,1476320.0,2007.82,9.92844,1174790.0,1061.19,9.587015,0.341425,,,0,7982.0,,,,,307.908831,41.730943,307.9088437,41.73095908,10.062,9.818,,434697,490,0.5121,0.0,1
0.142639,307.9130916157704,40.8273606348763,0.001,0.001,0,2067746828534513792,307.91310602511,0.0199,40.8273536962,0.021,1.4377,0.0243,2.532,0.042,-1.612,0.042,0,410540.0,104.695,11.654978,263772.0,336.791,11.798317,218906.0,171.738,11.411274,0.387043,,,0,7506.5,0.684,0.3255,1.66,7.841,307.91308,40.827322,307.9130727,40.82733175,12.058,11.43,,434699,490,0.5756,0.0612,1
0.243294,307.9204844876834,41.3611920580108,0.001,0.001,90,2067840699340171904,307.92029888067,0.0229,41.36112032428,0.0231,7.1412,0.0283,-32.356,0.048,-16.661,0.041,0,566700.0,280.291,11.304982,285910.0,458.32,11.710816,396739.0,362.952,10.765657,0.945159,-6.49,0.58,10,5405.5,0.0247,0.0123,0.77,0.453,307.920559,41.36123,307.92065395,41.36126869,12.434,11.515,,434701,490,0.0,0.9498,1
0.092449,307.9293736723918,41.115891179576,0.001,0.001,0,2067822042001889024,307.9294088483,0.0185,41.11585005631,0.0205,2.3115,0.0254,6.155,0.038,-9.551,0.039,0,1048510.0,205.293,10.636938,593536.0,460.17,10.917769,654856.0,521.231,10.221556,0.696214,,,0,6120.0,,,2.46,7.636,307.929359,41.115868,307.92934128,41.11589207,11.184,10.616,,434703,490,0.0043,0.0,1
0.2033,307.9386663287011,42.0088789530135,0.001,0.001,0,2068142515281718912,307.9386874855,0.0199,42.00887097987,0.0243,1.4354,0.026,3.651,0.042,-1.852,0.047,0,404426.0,102.663,11.671268,245132.0,248.062,11.877891,235957.0,224.245,11.329836,0.548055,-48.73,1.74,9,7097.5,0.696,0.4003,1.83,7.636,307.938704,42.008928,307.93868271,42.00892685,12.023,12.063,,434709,490,0.0,0.0,0
0.006716,307.9388551693553,41.8206870690312,0.001,0.001,90,2068043623658445440,307.93884707152,0.0343,41.82068926487,0.0372,1.7605,0.0414,-1.402,0.071,0.51,0.068,0,5152550.0,1866.76,8.908311,3795170.0,5994.3,8.903311,2137370.0,4283.91,8.93722,-0.033909,,,0,9438.0,0.263,0.15,,,307.938853,41.820688,307.93885698,41.82068738,8.88,8.939,B8,434710,490,0.0465,0.0,1
0.014073,307.941684827407,41.2908535803611,0.001,0.001,90,2067828467273010176,307.94149912905,0.0217,41.29078280343,0.0235,7.1921,0.0292,-32.407,0.05,-16.439,0.043,0,4657000.0,1077.53,9.0181,2729390.0,3790.93,9.261224,2754080.0,4763.14,8.661978,0.599246,-6.33,0.19,10,6594.22,0.2653,0.1395,1.43,3.482,307.94169,41.290854,307.94178776,41.29089262,9.557,9.116,F5,434715,490,0.0,0.0,1
0.02084,307.9482248322061,41.110575231555,0.001,0.001,0,2067821973282404352,307.94836089879,0.0224,41.11061365552,0.0263,4.4198,0.0306,23.811,0.046,8.924,0.051,0,7780140.0,2201.9,8.460897,4461690.0,5407.42,8.72764,4685450.0,9098.54,8.085042,0.642598,-18.91,1.08,8,6407.33,,,3.19,15.417,307.948219,41.110579,307.94813959,41.1105527,9.055,8.562,F5,434717,490,0.0,0.0,1
0.081213,307.956906894173,41.4740303079572,0.001,0.001,90,2067847502568383744,307.95688909863,0.023,41.47401231958,0.0249,0.5949,0.0318,-3.097,0.051,-4.178,0.041,0,713054.0,338.655,11.055559,273380.0,430.23,11.759472,643066.0,627.394,10.241282,1.51819,,,0,4442.62,0.342,0.159,17.26,104.599,307.956937,41.47403,307.95693519,41.47404492,12.578,11.697,,434720,490,0.7651,0.9133,1
0.043384,307.9573494438305,41.559627753799,0.003,0.003,90,2067849083116503936,307.95728834189,0.0866,41.55954618645,0.0943,4.4254,0.1054,-10.619,0.176,-18.945,0.163,0,755997.0,268.402,10.992066,406938.0,383.825,11.327567,495689.0,382.418,10.523897,0.80367,1.19,1.82,8,5749.37,0.226,0.1175,1.25,1.527,307.957353,41.559616,307.95737904,41.55966019,11.71,11.098,,434721,490,0.0,0.0029,1
0.151314,307.9626484449052,41.4391621720163,0.001,0.001,90,2067847193330730752,307.96261048871,0.0171,41.43910203378,0.0206,1.2524,0.0237,-6.609,0.038,-13.968,0.036,0,1215570.0,452.987,10.476415,458354.0,497.59,11.198385,1076110.0,852.345,9.68228,1.516106,-20.58,0.26,13,4478.93,0.6353,0.3065,10.45,39.627,307.962677,41.439126,307.96268793,41.43916586,12.355,10.806,,434725,490,0.0002,0.126,1
0.122042,307.965311024945,41.8057297652117,0.001,0.001,90,2067855882048012288,307.96530863135,0.0253,41.80572826973,0.0285,1.1147,0.032,-0.414,0.052,-0.347,0.048,0,822552.0,320.067,10.900457,479080.0,560.363,11.150369,498958.0,331.953,10.51676,0.633609,,,0,6500.5,,,3.99,25.61,307.965288,41.805759,307.96528764,41.80575814,11.353,11.016,,434727,490,0.1463,0.0,1
0.060644,307.9715870139586,41.9028742719916,0.001,0.001,0,2068138216017661440,307.9716209635,0.0209,41.90284083688,0.0262,1.5712,0.0269,5.869,0.042,-7.766,0.048,0,992411.0,245.264,10.696636,559885.0,429.552,10.981141,621963.0,393.395,10.277508,0.703633,11.17,0.68,8,6207.79,,,3.42,15.607,307.971598,41.902889,307.97157724,41.90290908,11.21,10.841,,434730,490,0.0,0.0,0
0.219435,307.9762765896876,41.2808220013016,0.001,0.001,90,2067827780078227840,307.97623212557,0.0181,41.28074215942,0.0204,1.8692,0.0238,-7.761,0.04,-18.544,0.038,0,495257.0,189.433,11.451288,282443.0,279.079,11.724062,308766.0,156.129,11.037845,0.686217,19.67,1.1,13,6326.25,,,1.95,5.492,307.976357,41.28083,307.97637382,41.28087029,12.17,11.824,,434733,490,0.0019,0.0076,1
0.045136,307.9861869497829,40.9180246503988,0.001,0.001,90,2067749057618527232,307.98612601105,0.0237,40.91796262186,0.0236,1.4879,0.0299,-10.695,0.047,-14.407,0.044,0,2290050.0,756.859,9.788754,984545.0,749.077,10.3683,1837910.0,2064.09,9.101108,1.267192,2.85,0.24,6,4787.87,0.032,0.02,10.02,47.555,307.986194,40.918036,307.9862295,40.91807096,11.114,10.079,,434734,490,0.0,1.0,1
0.21383,307.9874700510734,41.2095132096151,0.001,0.001,90,2067824378464107520,307.98745910397,0.0339,41.20942529105,0.0372,3.0618,0.0415,-1.913,0.074,-20.42,0.071,0,211357.0,46.5706,12.375824,106474.0,127.741,12.783283,150602.0,127.368,11.817346,0.965938,-11.03,6.6,15,5370.0,0.348,0.1593,1.11,0.924,307.987427,41.209563,307.98743941,41.20959619,12.997,12.326,,434736,490,0.1638,0.6152,1
0.022212,307.9993345403425,41.343163442942,0.001,0.001,90,2067828364194073856,307.99930204694,0.0207,41.34313258941,0.024,0.9958,0.0277,-5.666,0.045,-7.166,0.045,0,1688420.0,492.606,10.119663,946426.0,1163.09,10.411172,1070410.0,745.918,9.688049,0.723123,,,0,6141.98,,,7.19,66.212,307.999329,41.343168,307.9993434,41.34318469,10.696,10.207,,434742,490,0.2023,0.0,1
0.116412,308.0016996896192,40.9012578332402,0.001,0.001,0,2067748782741019904,308.00166166523,0.0193,40.90121159367,0.0221,2.3189,0.0239,-6.675,0.039,-10.74,0.042,0,367411.0,69.0164,11.775486,208125.0,202.909,12.055576,231388.0,149.632,11.351069,0.704508,-4.99,1.17,7,6063.5,0.3517,0.1673,1.48,2.663,308.00174,40.901247,308.00175646,40.90127561,12.146,11.824,,434743,490,0.0858,0.0008,1
0.163308,308.0077334624489,40.6391536898082,0.001,0.001,0,2067729957902856704,308.00765293381,0.0177,40.63911901119,0.0243,2.5713,0.0251,-14.193,0.038,-8.054,0.052,0,272677.0,85.7981,12.099244,151680.0,191.627,12.399065,175510.0,218.834,11.651168,0.747897,-17.06,0.85,13,6043.0,0.0695,0.039,1.16,1.609,308.007791,40.639166,308.00783022,40.63918695,12.405,11.946,,434746,490,0.0,0.0,0
0.0446,308.0088062607277,41.735863500892,0.001,0.001,90,2067854748176646272,308.00877727823,0.0251,41.73581068122,0.0273,1.8202,0.0303,-5.023,0.051,-12.268,0.048,0,1595530.0,481.183,10.181103,1052490.0,1166.43,10.29584,803266.0,628.888,9.999772,0.296068,,,0,7859.0,0.6803,0.3667,2.38,19.48,308.00879,41.735866,308.00880353,41.73589533,10.376,10.101,,434748,490,0.0013,0.0,1
0.037118,308.0140247745839,40.6251298358631,0.001,0.001,0,2067729889183371776,308.01404784543,0.0188,40.62513415326,0.0262,2.4961,0.0282,4.067,0.04,1.003,0.055,0,954294.0,556.869,10.73916,586481.0,1321.49,10.930754,537832.0,688.192,10.435303,0.495451,-17.26,10.35,12,7057.5,0.4507,0.2303,1.63,5.953,308.014031,40.625139,308.01401589,40.62513345,11.144,10.764,,434751,490,0.0,0.0,0
0.028378,308.015869166465,41.9752063126632,0.001,0.001,0,2068139972660574208,308.01580475154,0.0203,41.97513969771,0.0238,1.3876,0.0271,-11.122,0.041,-15.472,0.043,0,1604870.0,352.463,10.174765,726983.0,614.141,10.697577,1235740.0,1223.48,9.532099,1.165479,-15.99,0.41,8,4930.71,,,8.33,36.921,308.015877,41.975201,308.01590619,41.9752429,11.444,10.417,,434752,490,0.0,0.0,0
0.107306,308.0164617052697,41.525002206423,0.001,0.001,90,2067848086684138496,308.01643082111,0.0258,41.52497028449,0.0314,1.4501,0.0384,-5.37,0.057,-7.414,0.051,0,527102.0,211.75,11.38363,309902.0,429.539,11.623328,318048.0,222.398,11.00569,0.617639,7.32,7.13,4,6511.0,,,2.45,9.696,308.016472,41.525031,308.01648118,41.52504868,11.924,11.659,,434753,490,0.7159,0.0,1
0.054115,308.0315416950637,40.9573145726356,0.001,0.001,90,2067772628399045888,308.03154457813,0.0288,40.95730440465,0.0293,1.4309,0.0351,0.506,0.059,-2.362,0.054,0,2590170.0,750.647,9.655044,1871070.0,2113.73,9.671161,1114320.0,1247.84,9.644393,0.026768,,,0,9280.0,0.4253,0.219,,,308.031559,40.957322,308.03154921,40.95732139,9.649,9.68,A0,434760,490,0.0092,0.0,1
0.052235,308.0522363055827,40.6631899279989,0.001,0.001,0,2067730129701538688,308.05228397597,0.0206,40.66320371469,0.0242,1.1244,0.0282,8.399,0.045,3.202,0.049,1,1042190.0,308.257,10.643502,322458.0,335.152,11.580204,1042450.0,819.138,9.716785,1.86342,-50.37,0.34,9,4062.15,1.246,0.606,14.6,52.274,308.052255,40.663193,308.05222659,40.66318115,12.478,11.216,,434767,490,0.0,0.0,0
0.096245,308.0531221898607,40.6349067321143,0.001,0.001,0,2067730026622315008,308.05306553843,0.0182,40.63496394429,0.0228,1.593,0.0244,-9.985,0.039,13.288,0.043,0,344848.0,53.5685,11.844296,192956.0,231.649,12.137743,221543.0,165.599,11.398276,0.739467,-35.53,2.17,8,6150.25,,,2.02,5.283,308.053087,40.634908,308.05313083,40.63487582,12.711,11.596,,434769,490,0.0,0.0,0
0.049499,308.0575920060796,41.4533348907635,0.001,0.001,90,2067835682818357376,308.05757788467,0.0237,41.45331711798,0.03,0.67,0.0361,-2.458,0.052,-4.128,0.051,0,2542480.0,1436.36,9.675221,908834.0,1059.71,10.455177,2361710.0,2790.5,8.828856,1.626322,,,0,4253.37,0.5403,0.2545,33.03,321.6,308.057606,41.453326,308.05761036,41.4533404,11.199,10.124,O8,434771,490,0.8607,0.9965,1
0.018678,308.0604707271711,41.7968741921952,0.001,0.001,90,2067948795076201472,308.06044887151,0.0239,41.79688454255,0.0249,1.2708,0.0287,-3.784,0.048,2.404,0.046,0,612511.0,315.254,11.22058,354602.0,517.238,11.477036,373402.0,397.935,10.831479,0.645556,,,0,6432.5,,,3.08,14.677,308.060466,41.796878,308.06047492,41.79687358,11.491,11.105,,434774,490,0.0801,0.0,1
0.073356,308.0674154309141,41.7168999481004,0.007,0.006,90,2067945324740122880,308.06743066385,0.1993,41.71688051967,0.2195,0.624,0.2559,2.641,0.424,-4.512,0.393,0,705284.0,579.66,11.067456,392556.0,614.47,11.366634,457389.0,414.481,10.611204,0.75543,,,0,6058.0,1.888,0.954,,,308.067421,41.71688,308.06741592,41.71688879,11.764,11.528,,434776,490,0.5461,0.0,1
0.095575,308.0690091515893,41.4265749682416,0.001,0.001,0,2067835614098871040,308.06899582471,0.0208,41.4265546794,0.0265,0.5786,0.0291,-2.321,0.044,-4.712,0.055,0,815283.0,316.873,10.910094,283706.0,488.551,11.719218,784876.0,708.378,10.024917,1.694302,,,0,4150.73,0.7005,0.3483,23.39,146.314,308.06904,41.426588,308.06903826,41.42658779,12.266,11.465,,434779,490,0.4575,0.667,1
0.054277,308.08657389685,41.8669119231252,0.002,0.002,0,2067950096449560320,308.08659344442,0.0513,41.86691120633,0.0598,1.5469,0.0664,3.381,0.104,-0.166,0.111,1,4120420.0,2969.59,9.151011,3533260.0,96816.7,8.980949,2110300.0,51104.4,8.951058,0.029891,,,0,9084.0,,,,,308.086574,41.866927,308.08656626,41.86692528,8.98,9.008,A0,434785,490,0.049,0.0,1
0.054452,308.0870705630192,41.8668320806519,0.004,0.003,0,2067950100746274816,308.08708153072,0.1046,41.86682334708,0.1525,0.49,0.1424,1.897,0.21,-2.028,0.284,0,2126320.0,4989.36,9.869296,2830900.0,258380.0,9.221576,1591910.0,148843.0,9.257124,-0.035548,,,0,5939.73,,,,,308.087069,41.866817,308.08705876,41.86681667,9.988,9.844,,434786,490,0.0186,0.0,1
0.022419,308.0934338990198,41.3052617729417,0.002,0.001,90,2067830941174418048,308.09341623081,0.0505,41.3052441863,0.0485,0.6376,0.0564,-3.083,0.101,-4.085,0.08,1,9537380.0,49896.7,8.239793,2306430.0,42097.2,9.444037,11521100.0,184606.0,7.108184,2.335853,,,0,3728.78,,,103.22,1855.733,308.093434,41.305268,308.09343797,41.30527289,10.672,9.221,OF,434789,490,0.3559,0.0,1
0.950035,308.0934338990198,41.3052617729417,0.002,0.001,90,2067830941174418048,308.09341623081,0.0505,41.3052441863,0.0485,0.6376,0.0564,-3.083,0.101,-4.085,0.08,1,9537380.0,49896.7,8.239793,2306430.0,42097.2,9.444037,11521100.0,184606.0,7.108184,2.335853,,,0,3728.78,,,103.22,1855.733,308.093718,41.305417,308.09372037,41.3054289,10.658,9.213,OF,434790,490,0.9061,0.0,1
0.181882,308.1055641914201,41.5671698161139,0.001,0.001,90,2067849869093800320,308.10551892962,0.0231,41.56708509382,0.0274,2.4351,0.0338,-7.865,0.052,-19.677,0.05,0,262479.0,108.443,12.140628,147275.0,260.765,12.431069,168706.0,297.827,11.694095,0.736975,0.66,1.16,9,6183.48,0.083,0.0623,1.14,1.72,308.105572,41.56722,308.1056035,41.56726213,12.556,12.061,,434793,490,0.0001,0.1792,1
0.12177,308.1152270075716,41.4394644493474,0.001,0.001,0,2067834926904094848,308.11521383053,0.0201,41.43944651718,0.0275,0.6295,0.0303,-2.294,0.044,-4.165,0.05,0,1117810.0,334.901,10.567449,406335.0,395.458,11.329176,1037680.0,737.166,9.721762,1.607414,,,0,4307.0,0.8715,0.4815,22.42,155.874,308.115272,41.439467,308.11527588,41.43947656,11.659,10.901,,434795,490,0.944,0.1627,1
0.082317,308.1155737529205,41.4811796669602,0.001,0.001,0,2067837263366481536,308.11556032395,0.0233,41.4811623582,0.0276,0.6164,0.0314,-2.337,0.051,-4.02,0.052,0,766167.0,320.816,10.977557,314849.0,608.869,11.606133,658407.0,458.575,10.215684,1.390449,,,0,4462.8,0.492,0.2223,17.04,103.808,308.115564,41.481158,308.11556935,41.48117153,12.013,11.296,,434796,490,0.9684,0.2424,1
0.039242,308.118711523682,41.4082660325911,0.001,0.001,0,2067834686385916928,308.11871244237,0.0232,41.40825674944,0.0278,1.3414,0.0328,0.16,0.051,-2.156,0.053,0,1295850.0,531.334,10.406978,799655.0,1032.49,10.594132,725216.0,774.618,10.110751,0.483381,,,0,6989.48,,,3.61,27.952,308.118726,41.408267,308.11871884,41.40827313,10.804,10.436,,434799,490,0.2467,0.0,1
0.080165,308.1268222751592,40.9950403581623,0.001,0.001,0,2067773045014858752,308.12682227516,0.7734,40.99504035816,1.0851,,,,,,,1,1271430.0,508.574,10.427632,745130.0,822.185,10.670807,765392.0,474.378,10.05221,0.618597,,,0,6484.75,,,,,308.126794,40.995034,308.1267672,40.99502822,10.992,10.542,,434800,490,0.0,0.0,1
0.159694,308.1371357499064,41.6705446684569,0.001,0.001,0,2067944289653783936,308.13712608168,0.0207,41.67053635695,0.0234,2.887,0.028,-1.677,0.044,-1.93,0.044,0,472044.0,161.788,11.503408,269974.0,281.469,11.773085,293665.0,213.625,11.092291,0.680794,10.72,2.29,5,6281.25,0.104,0.0537,1.25,2.196,308.137118,41.670587,308.13712815,41.67059016,12.066,11.918,,434803,490,0.4861,0.0002,1
0.219723,308.1573631454779,41.6199679128635,0.001,0.001,90,2067932126306404480,308.15762744185,0.0245,41.6200152881,0.0268,5.3734,0.0323,45.889,0.056,11.003,0.05,0,333675.0,56.5146,11.880056,166620.0,193.101,12.297068,238130.0,150.462,11.319883,0.977184,-31.11,0.6,9,5366.33,0.008,0.004,0.8,0.474,308.157358,41.619907,308.15721598,41.61988525,13.698,11.466,,434810,490,0.0,0.1258,1
0.067032,308.1607062331648,41.4204933348961,0.001,0.001,0,2067833204620693632,308.16069402794,0.0234,41.42047599744,0.0282,0.6315,0.0346,-2.126,0.052,-4.027,0.052,0,1437840.0,736.248,10.294091,518450.0,558.421,11.064622,1334570.0,1835.94,9.448565,1.616057,,,0,4361.3,0.5485,0.2942,24.4,194.094,308.160731,41.420492,308.16073635,41.42050678,11.735,10.918,,434811,490,0.9316,0.4707,1
0.039487,308.1627354679922,41.0021571863964,0.001,0.001,0,2067771533186357888,308.16271913488,0.0219,41.0021376439,0.0276,0.5548,0.0282,-2.863,0.048,-4.539,0.052,0,4372410.0,6984.49,9.086564,903932.0,3624.16,10.461048,5266610.0,22142.5,7.958093,2.502955,,,0,3768.23,1.7408,0.868,77.59,1093.728,308.16275,41.002157,308.16275888,41.00216994,12.096,10.399,,434813,490,0.8303,0.0185,1
0.045962,308.1702283393281,41.495812041105,0.001,0.001,90,2067836954128846592,308.17038407651,0.0335,41.49572029461,0.0316,6.9903,0.0365,27.092,0.073,-21.309,0.057,1,1524360.0,483.542,10.230647,832538.0,1019.35,10.550378,983475.0,1490.98,9.780011,0.770367,12.06,0.28,10,5765.73,0.043,0.021,1.11,1.233,308.170244,41.495807,308.17015368,41.49586286,10.912,10.278,,434815,490,0.0,0.0,1
0.018144,308.1706560718538,41.2414656483311,0.004,0.003,0,2067782734461462912,308.17064536132,0.0999,41.24145182701,0.1246,1.1751,0.1285,-1.871,0.221,-3.21,0.244,0,5250620.0,16491.3,8.887839,311260.0,1781.08,11.618579,8480970.0,42082.3,7.440807,4.177772,,,0,3284.75,1.251,0.8307,,,308.170662,41.241468,308.17065606,41.24147429,14.399,10.963,B5,434816,490,0.409,0.0,1
0.084661,308.1748610880363,41.5907748306232,0.002,0.002,90,2067931855725453952,308.17486108804,2.2456,41.59077483062,2.145,,,,,,,1,1095750.0,654.893,10.589088,608900.0,989.286,10.890023,708012.0,1056.87,10.136819,0.753204,,,0,5979.0,,,,,308.174831,41.590768,308.17481027,41.59076122,11.288,10.718,,434818,490,0.0,0.0001,1
0.050086,308.189373061062,41.4270945728597,0.001,0.001,0,2067833243277076864,308.18935729487,0.0261,41.42707809848,0.0351,0.6437,0.035,-2.746,0.056,-3.826,0.063,1,1682240.0,628.715,10.123648,585193.0,612.52,10.933141,1600510.0,1475.82,9.251275,1.681866,,,0,4230.71,0.377,0.199,28.43,233.317,308.189361,41.427084,308.18936745,41.4270968,11.611,10.649,,434827,490,0.9673,0.984,1
0.057652,308.1924713901991,41.6044649881386,0.001,0.001,90,2067931890085195136,308.19253999159,0.0232,41.60445423553,0.03,5.4235,0.0356,11.914,0.053,-2.497,0.052,0,1139600.0,477.335,10.546485,630804.0,1014.78,10.851651,728254.0,821.463,10.106214,0.745438,-27.29,0.86,5,5954.33,0.0655,0.04,1.16,1.516,308.192471,41.604481,308.19243196,41.60448648,11.217,10.597,,434828,490,0.0,0.0001,1
0.107983,308.2074356187363,41.4538692424902,0.001,0.001,0,2067833655593948160,308.2074597588,0.0235,41.45392923713,0.0325,2.9204,0.0344,4.202,0.053,13.934,0.058,0,508020.0,231.744,11.423664,283095.0,267.71,11.721559,325721.0,242.368,10.979805,0.741754,-30.23,0.54,13,6026.15,0.3567,0.1725,1.4,2.325,308.207414,41.453844,308.20740033,41.45380996,11.805,11.459,,434837,490,0.0,0.0,1
0.06116,308.2084006194425,41.3957455142382,0.001,0.001,0,2067832968398974208,308.20838216538,0.026,41.39572363492,0.0341,0.6902,0.0373,-3.215,0.057,-5.082,0.061,0,797354.0,403.337,10.934238,257337.0,520.151,11.825133,802735.0,766.799,10.000489,1.824644,,,0,3904.75,0.828,0.4125,23.68,117.441,308.208381,41.395754,308.20838721,41.39576007,12.422,11.33,,434838,490,0.8766,0.9993,1
0.072476,308.2150582821849,41.0415437505695,0.001,0.001,0,2067771876783734656,308.21503009258,0.0192,41.04145764906,0.024,2.1683,0.0259,-4.938,0.041,-19.998,0.047,0,495626.0,187.052,11.45048,281032.0,314.667,11.729501,311155.0,252.586,11.029478,0.700023,12.62,2.11,10,6317.33,0.8697,0.428,1.69,4.085,308.215068,41.041525,308.21508214,41.04157661,11.944,11.84,,434840,490,0.0,0.0,1
0.071228,308.2151671385066,41.898498706587,0.005,0.005,0,2067948245320365184,308.21426671093,0.1745,41.90043166266,0.1832,44.8158,0.2121,-155.663,0.344,448.944,0.354,0,35402500.0,6978.98,6.815781,17031900.0,19615.3,7.27323,25600100.0,49031.5,6.241316,1.031914,,,0,5127.83,0.336,0.1755,1.1,0.749,308.215179,41.898481,308.21568725,41.89737776,7.868,7.073,G9V,434841,490,0.0,0.0,1
0.128384,308.2465152258429,41.3271396456539,0.001,0.001,0,2067784830405503616,308.24654051382,0.0232,41.32714762762,0.0367,2.808,0.034,4.411,0.05,1.854,0.061,0,555498.0,241.555,11.326659,325024.0,227.463,11.571598,335199.0,194.309,10.948663,0.622935,-19.55,1.13,14,6458.0,0.1643,0.083,1.32,2.726,308.246509,41.327175,308.24649616,41.32716273,11.881,11.379,,434852,490,0.0001,0.0014,1
0.069024,308.2501070559013,41.1408898378872,0.001,0.001,0,2067781183973892736,308.25006906968,0.0194,41.14085112222,0.0296,1.3832,0.0274,-6.644,0.041,-8.992,0.053,0,467525.0,179.372,11.513853,317548.0,389.554,11.596866,229993.0,165.869,11.357634,0.239232,,,0,8763.0,0.332,0.1677,,,308.250132,41.140886,308.25015096,41.14090492,11.777,11.6,,434853,490,0.2165,0.0,1
0.157506,308.2503776667584,41.7637497011308,0.001,0.001,90,2067946286815218688,308.25039343615,0.028,41.76375750033,0.0306,1.2277,0.0371,2.732,0.054,1.811,0.053,0,344995.0,81.6544,11.843835,194305.0,301.654,12.130179,221049.0,149.926,11.400701,0.729479,,,0,6256.0,1.19,0.5813,2.54,8.878,308.250321,41.763761,308.25031536,41.76375649,12.562,11.389,,434854,490,0.054,0.9529,1
0.091777,308.2528943593487,41.7680015872971,0.001,0.001,90,2067946316878343936,308.25290061452,0.0263,41.76796656632,0.028,1.115,0.0323,1.084,0.053,-8.134,0.052,0,2643780.0,1016.77,9.632801,772013.0,882.527,10.632326,2704590.0,3157.19,8.681667,1.950659,-19.52,0.29,5,4005.01,0.9095,0.4245,24.57,139.982,308.252918,41.76802,308.25290626,41.76802752,11.845,10.298,,434855,490,0.1252,0.0451,1
