angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Bmag,Vmag,SpType,ASCC,Seq,Pkin,Pph,Psp
0.009197,308.6500148559697,41.0984005950102,0.001,0.001,90,2067857153357270656,308.6500113487,0.023,41.09847770835,0.0232,3.374,0.0275,-0.614,0.05,17.91,0.044,0,66511900.0,32032.5,6.131117,23089100.0,34761.0,6.942872,61446700.0,152124.0,5.290674,1.652197,-7.43,0.14,13,4104.87,0.5443,0.273,37.56,360.801,308.650016,41.098403,308.65001544,41.09835831,8.21,6.657,K5,435065,490,0.0,1.0,1
0.036935,308.6716289312357,40.7923907161972,0.001,0.001,0,2064753030169481344,308.67154964496,0.0193,40.79236093675,0.0203,1.6321,0.0238,-13.942,0.041,-6.917,0.042,0,604157.0,310.964,11.235491,373786.0,479.037,11.419829,336427.0,272.829,10.944693,0.475137,4.43,4.75,6,7190.36,,,1.92,8.843,308.67162,40.792383,308.67166359,40.79240397,11.633,11.151,,435075,490,0.0001,0.0001,1
0.054829,308.6827150018511,41.2880336519796,0.001,0.001,90,2067862964449914112,308.68278914729,0.022,41.28804874215,0.0238,1.7974,0.0293,12.94,0.049,3.505,0.046,0,531040.0,296.549,11.375546,312475.0,268.263,11.614348,318014.0,207.415,11.005803,0.608545,-14.15,1.17,6,6575.57,,,1.94,6.358,308.682699,41.288043,308.68265673,41.28803346,11.879,11.529,,435080,490,0.0,0.0002,1
0.138926,308.6927628394811,40.6796094958144,0.001,0.001,0,2064751140383828224,308.69280557907,0.0241,40.67964378428,0.031,2.598,0.0327,7.528,0.049,7.964,0.061,0,392718.0,83.2152,11.703163,205922.0,266.636,12.067131,268340.0,274.492,11.190206,0.876925,-10.35,6.72,10,5583.93,1.0825,0.5833,1.63,2.331,308.692813,40.679603,308.6927844,40.67959036,11.822,11.6,,435085,490,0.0,0.0,0
0.132511,308.699537388145,40.9873484549711,0.002,0.001,90,2064853218870772224,308.69948948071,0.0444,40.98733291251,0.0461,2.0533,0.056,-8.399,0.099,-3.61,0.094,0,396464.0,113.02,11.692858,225915.0,201.681,11.966524,247088.0,203.979,11.27979,0.686734,-32.33,3.49,10,6333.0,0.688,0.3417,1.59,3.643,308.699492,40.987335,308.6995173,40.98734345,12.112,11.726,,435087,490,0.1278,0.0055,1
0.156157,308.7002905309801,41.3254166068972,0.001,0.001,90,2067863445486262272,308.70039260312,0.0251,41.32540493268,0.0319,4.6986,0.0372,17.803,0.057,-2.711,0.054,0,451433.0,202.101,11.551882,217975.0,314.153,12.005374,330977.0,242.294,10.962426,1.042948,-26.39,0.53,12,5185.64,0.423,0.2187,1.15,0.861,308.70034,41.325439,308.70029204,41.32544408,12.581,11.422,,435088,490,0.0,0.9624,1
0.077525,308.7264925469319,40.8409486257539,0.001,0.001,90,2064754645077179520,308.72645778134,0.0221,40.84090724929,0.0205,1.1377,0.0239,-6.109,0.046,-9.61,0.042,1,953417.0,274.729,10.740158,323349.0,385.61,11.577209,908502.0,846.044,9.866105,1.711103,6.44,1.01,4,4115.15,0.9707,0.464,13.23,45.204,308.726521,40.840948,308.72653152,40.84097507,12.192,11.406,,435096,490,0.1068,0.5452,1
0.045973,308.7326812690573,41.7105463835281,0.001,0.001,90,2067889657669777280,308.73271970237,0.0309,41.71055168767,0.0253,2.987,0.032,6.664,0.062,1.232,0.045,0,1598460.0,793.349,10.179112,1044970.0,1154.5,10.30363,811293.0,980.295,9.988977,0.314653,,,0,7847.0,0.1435,0.063,1.46,7.239,308.732695,41.710554,308.73266891,41.71054837,10.242,10.125,,435098,490,0.0011,0.0,1
0.013812,308.7354853184936,41.7177976254392,0.001,0.001,0,2067889696326278272,308.73552216541,0.0366,41.7178063746,0.0431,2.9765,0.0453,6.388,0.076,2.032,0.077,1,17880100.0,8829.11,7.557442,13419100.0,23300.9,7.532082,7017100.0,12165.2,7.646526,-0.114445,,,0,8765.33,0.1865,0.0935,,,308.735487,41.717794,308.7354676,41.71779742,7.481,7.583,B9,435099,490,0.0,0.0,1
0.016336,308.7380749028366,41.3430459801316,0.001,0.001,90,2067869389721005568,308.73808049981,0.0232,41.34300507964,0.0235,1.4635,0.0297,0.976,0.051,-9.499,0.043,0,944112.0,341.218,10.750807,379143.0,355.981,11.404382,798470.0,417.236,10.006274,1.398108,-13.7,0.32,8,4576.56,,,7.41,21.702,308.738072,41.343042,308.73806406,41.3430689,11.921,10.838,,435102,490,0.0313,0.998,1
0.096368,308.7409293702616,41.6156231366687,0.001,0.001,90,2067885843738823552,308.74089360653,0.0199,41.61558169895,0.0208,1.5927,0.0251,-6.21,0.041,-9.624,0.037,0,435017.0,138.886,11.592099,257379.0,297.871,11.824956,261939.0,154.347,11.216417,0.608539,4.52,3.94,8,6889.28,1.17,0.596,1.81,6.646,308.74096,41.615637,308.74097102,41.61566037,11.911,11.595,,435107,490,0.3497,0.0001,1
0.146988,308.7431397589745,41.0505714591226,0.001,0.001,90,2064853979080417408,308.74316319737,0.0224,41.05058702558,0.0245,2.1556,0.0303,4.105,0.05,3.615,0.045,1,245612.0,54.7378,12.212743,138374.0,213.474,12.498752,156850.0,130.396,11.77321,0.725542,-22.98,1.16,11,6296.25,0.2467,0.1268,1.2,2.049,308.743182,41.050597,308.7431571,41.05058881,13.099,12.08,,435108,490,0.0044,1.0,1
0.03312,308.7635029436632,41.5173302260285,0.001,0.001,90,2067884508005396736,308.76346971345,0.0193,41.51731025633,0.0215,1.2142,0.0253,-5.779,0.042,-4.638,0.039,0,477446.0,223.227,11.491056,287442.0,443.824,11.705013,280686.0,348.818,11.141369,0.563644,,,0,6904.82,,,2.48,12.553,308.763515,41.517332,308.7635289,41.51734314,12.009,11.56,,435113,490,0.6933,0.0039,1
0.033404,308.7788182637529,41.3336642857195,0.001,0.001,0,2067869149202836352,308.77883385312,0.0232,41.33368104346,0.0278,1.6287,0.0313,2.719,0.051,3.892,0.051,0,4095200.0,1178.71,9.157678,1361410.0,1939.4,10.016414,3908810.0,6130.72,8.281808,1.734606,-31.63,0.4,7,4189.0,0.774,0.3743,18.09,90.767,308.778828,41.33367,308.77881066,41.33366154,11.307,9.718,,435116,490,0.0,0.0,1
0.073976,308.7866680706197,41.8279514271166,0.001,0.001,90,2067914121803489920,308.78667205568,0.0241,41.82798255734,0.0219,1.3801,0.028,0.69,0.051,7.23,0.04,1,1975180.0,655.669,9.949348,881676.0,803.405,10.488115,1530090.0,1882.1,9.300125,1.18799,-26.92,0.29,9,4849.64,0.418,0.3022,9.7,46.877,308.786695,41.827947,308.78668435,41.82793116,11.076,10.132,,435119,490,0.0,0.0,0
0.01586,308.7964857320086,41.1881780614778,0.002,0.001,0,2067858733905234816,308.79649777043,0.043,41.18817430895,0.0592,1.3486,0.0628,2.104,0.09,-0.872,0.105,1,692125.0,419.69,11.087904,479537.0,811.764,11.149332,324055.0,217.326,10.985373,0.16396,,,0,8711.0,0.3177,0.1747,,,308.796488,41.188174,308.79648261,41.18817816,11.236,11.077,,435123,490,0.1591,0.0,1
0.048231,308.8034543834805,41.9940589953462,0.001,0.001,90,2067964360037490304,308.8033407981,0.0322,41.99397937458,0.0344,1.8835,0.0391,-19.607,0.068,-18.493,0.068,0,732656.0,272.774,11.026115,455519.0,639.056,11.205122,408354.0,337.002,10.734327,0.470795,-0.49,5.15,9,7200.0,,,1.82,8.055,308.80345,41.994046,308.80351658,41.99409531,11.346,10.954,,435128,490,0.0,0.0,0
0.042451,308.8098235416145,42.0037333812366,0.001,0.001,0,2067964394397229440,308.80982174139,0.0235,42.00369625575,0.0285,1.8075,0.0307,-0.311,0.049,-8.623,0.057,0,832922.0,394.954,10.886855,555314.0,682.405,10.990043,413701.0,272.339,10.720202,0.26984,,,0,8290.67,0.504,0.25,,,308.809808,42.003731,308.80981148,42.00375045,11.114,10.772,,435129,490,0.0,0.0,0
0.079918,308.8166179183624,41.188486279965,0.001,0.001,90,2067858703842337280,308.81659909321,0.0216,41.18845902415,0.0242,1.2717,0.0276,-3.29,0.047,-6.33,0.044,0,500105.0,231.508,11.440712,204770.0,241.491,12.07322,419315.0,308.841,10.705569,1.367651,-7.74,0.33,11,4641.53,,,5.97,14.88,308.81664,41.188501,308.81664985,41.18851466,12.794,11.738,,435133,490,0.9343,1.0,1
0.097771,308.8175362832806,40.6142922172701,0.001,0.001,0,2064738461640313344,308.81754190999,0.0183,40.61425616087,0.0225,1.9089,0.0248,0.992,0.039,-8.374,0.045,0,459572.0,148.735,11.532481,262120.0,263.334,11.805137,285752.0,228.294,11.121945,0.683191,-12.22,0.9,14,6337.0,0.654,0.306,1.83,4.886,308.817523,40.614267,308.8175279,40.6142914,11.964,11.76,,435134,490,0.0,0.0,0
0.139104,308.8184380877643,40.9841678454988,0.001,0.001,90,2064852639050608640,308.81845824547,0.0204,40.98416432975,0.0242,1.9493,0.0252,3.534,0.044,-0.817,0.042,0,372601.0,84.5682,11.760257,224080.0,227.618,11.975381,218266.0,141.432,11.414454,0.560927,-16.17,2.2,9,6815.0,0.397,0.1797,1.4,3.797,308.81843,40.984206,308.81841805,40.9842064,12.418,11.827,,435135,490,0.116,0.2285,1
0.171391,308.8203113798791,41.3043719909268,0.001,0.001,90,2067865953747162240,308.8203089445,0.025,41.30434175506,0.0279,1.2151,0.0341,-0.425,0.057,-7.023,0.052,0,705315.0,546.416,11.067408,261004.0,359.374,11.809772,634037.0,475.533,10.256633,1.553139,4.02,0.35,10,4384.35,0.832,0.3975,8.74,25.443,308.820295,41.304326,308.82029237,41.30434589,12.772,11.472,,435137,490,0.4548,0.8005,1
0.016722,308.8250980011821,41.8901729265641,0.001,0.001,90,2067915775367392256,308.82511756876,0.0224,41.89024705891,0.0228,5.9334,0.0275,3.383,0.047,17.218,0.042,0,53074200.0,13097.0,6.376157,24439300.0,51663.5,6.881165,39476200.0,137698.0,5.771081,1.110084,-28.6,0.16,16,5017.0,,,10.71,65.503,308.825101,41.890177,308.82508658,41.89013179,7.586,6.624,K0III,435138,490,0.0,0.0,0
0.031486,308.8315137165358,41.928684297444,0.001,0.001,90,2067916939302019968,308.83160543994,0.0211,41.92879831958,0.0212,3.7812,0.0252,15.849,0.042,26.483,0.04,0,1095030.0,305.748,10.589804,640661.0,511.144,10.834817,657412.0,707.113,10.217325,0.617492,,,0,6800.48,0.2292,0.1197,1.24,2.965,308.83151,41.928676,308.83145691,41.92860563,11.169,10.694,,435139,490,0.0,0.0,0
0.059076,308.8552468353862,41.570578230927,0.001,0.001,0,2067873375450152704,308.85527884273,0.0192,41.57057654488,0.0204,1.2766,0.0245,5.562,0.04,-0.392,0.041,0,417366.0,120.156,11.637074,260101.0,246.942,11.813531,232795.0,149.037,11.344485,0.469046,,,0,7244.0,0.7928,0.3893,2.01,10.002,308.855255,41.570563,308.85523592,41.57056912,11.79,11.47,,435150,490,0.04,0.0,1
0.052745,308.8713059840824,40.6208976692703,0.001,0.001,0,2064736911154483072,308.87131171379,0.0184,40.62083082323,0.0223,2.5402,0.0247,1.01,0.037,-15.526,0.041,0,273222.0,33.5506,12.097075,150652.0,122.492,12.406454,177248.0,82.0514,11.640469,0.765986,1.64,0.63,17,5908.67,0.162,0.0805,1.23,1.66,308.87131,40.620912,308.87130459,40.62095187,12.741,12.256,,435156,490,0.0,0.0,0
0.096524,308.876861658974,41.9989213659717,0.001,0.001,90,2067923093991684864,308.87685506528,0.0193,41.99890535517,0.0213,1.0975,0.0246,-1.138,0.04,-3.719,0.04,0,469622.0,143.076,11.508994,250907.0,275.094,11.852606,315003.0,284.635,11.016132,0.836473,16.93,2.01,15,5813.33,,,3.86,15.364,308.876881,41.998944,308.87687678,41.99894941,12.301,11.565,,435158,490,0.0,0.0,0
0.112939,308.8966434384228,41.7709365340936,0.002,0.002,0,2067911995796118144,308.89666348997,0.056,41.77093049904,0.0589,2.0564,0.0733,3.473,0.114,-1.402,0.115,0,468656.0,170.557,11.51123,268368.0,251.392,11.77956,291779.0,222.911,11.099285,0.680275,,,0,6311.0,1.1353,0.575,1.73,4.295,308.896629,41.770966,308.89661756,41.77096959,12.292,11.368,,435168,490,0.0,0.0,0
0.045451,308.8987714561619,40.9441906205471,0.001,0.001,90,2064848653320943232,308.89869899921,0.02,40.94410136691,0.0244,2.2355,0.024,-12.712,0.045,-20.73,0.045,0,908093.0,271.808,10.79304,518752.0,531.404,11.063989,558612.0,553.905,10.394145,0.669844,16.57,2.92,13,6059.75,,,2.41,7.083,308.898771,40.944178,308.89880563,40.94423283,11.365,10.812,,435171,490,0.0,0.0,1
0.047599,308.9311470033147,41.0410301273291,0.001,0.001,90,2064851573899041152,308.9311305975,0.0254,41.04097931794,0.0301,1.415,0.0318,-2.874,0.056,-11.801,0.055,0,487377.0,240.928,11.468702,217895.0,238.609,12.005772,379527.0,332.277,10.813812,1.191959,-5.61,0.3,9,4862.83,,,4.67,10.965,308.931143,41.041043,308.9311471,41.04106912,12.33,12.074,,435178,490,0.1916,0.0033,1
0.135146,308.9442566793215,41.6011388230207,0.001,0.001,0,2067896392178504064,308.94423575703,0.0204,41.60111652846,0.023,1.6938,0.0268,-3.634,0.042,-5.178,0.048,0,378459.0,157.079,11.74332,233383.0,463.326,11.931213,215963.0,222.253,11.425971,0.505242,-1.95,4.85,7,7401.0,0.751,0.372,1.38,5.182,308.944208,41.601148,308.94421928,41.60115815,11.889,11.98,,435183,490,0.8266,0.0,1
0.035909,308.9456491299459,41.2053565865812,0.001,0.001,0,2064861740085877504,308.94563253955,0.0279,41.20534694083,0.0374,1.7279,0.0406,-2.899,0.06,-2.24,0.073,1,1710970.0,800.121,10.105257,1157930.0,1082.29,10.192179,818924.0,1124.61,9.978811,0.213367,,,0,8039.0,0.454,0.208,,,308.945658,41.205364,308.9456616,41.205365,10.353,10.158,,435184,490,0.2291,0.0,1
0.053105,308.9502622213328,41.3784386346554,0.001,0.001,0,2067867362495864832,308.95026527739,0.0178,41.37837341201,0.0247,2.1639,0.0246,0.533,0.038,-15.148,0.048,0,924106.0,471.917,10.774061,443127.0,775.692,11.235068,679674.0,813.198,10.181169,1.0539,6.74,0.83,7,5117.76,,,3.69,8.407,308.950281,41.378443,308.95026603,41.37848269,11.856,11.008,WC6,435186,490,0.0,0.6598,1
0.075554,308.9549193561683,41.2049721058491,0.001,0.001,0,2064861675662146432,308.95497946065,0.0212,41.20499434437,0.0302,3.3858,0.0301,10.503,0.046,5.165,0.06,0,843728.0,304.367,10.872859,405838.0,388.508,11.330505,616342.0,474.397,10.287365,1.04314,-46.97,0.5,8,5198.27,,,2.17,3.092,308.954892,41.204968,308.95483698,41.20495474,11.943,11.257,,435189,490,0.0,0.1529,1
0.027019,308.9653972353262,40.8666295169692,0.001,0.001,0,2064836279519763072,308.96543264307,0.0191,40.86663991115,0.0245,2.8962,0.0256,6.219,0.042,2.414,0.051,0,427817.0,256.525,11.610222,243979.0,304.967,11.883009,265816.0,229.29,11.200465,0.682544,-9.49,2.13,15,6337.0,0.158,0.079,1.17,1.976,308.965398,40.866637,308.96537449,40.8666297,12.252,11.521,,435192,490,0.0,0.0,0
0.093285,308.974666875138,41.9681622699949,0.001,0.001,0,2067919486219112576,308.97465350816,0.0193,41.96812968109,0.0201,1.2625,0.0238,-2.308,0.039,-7.569,0.04,0,1028940.0,286.342,10.657391,379556.0,291.16,11.4032,928434.0,519.43,9.842543,1.560658,-25.64,0.28,11,4215.97,0.675,0.3257,11.46,37.392,308.974694,41.968146,308.97469187,41.96817221,12.542,11.159,,435197,490,0.0,0.0,0
0.174269,309.0112529110471,41.4764447817627,0.001,0.001,0,2067891581815137536,309.01120577828,0.0195,41.47638251922,0.0235,1.9878,0.0266,-8.202,0.04,-14.461,0.044,0,218707.0,31.289,12.338709,124785.0,169.703,12.610982,137069.0,103.681,11.919572,0.69141,-4.57,2.84,12,6322.0,0.139,0.07,1.22,2.145,309.0112,41.476417,309.01123279,41.47644805,13.077,12.437,,435208,490,0.0052,0.5673,1
0.080816,309.0243422119083,41.8030769221509,0.001,0.001,0,2067899866808448512,309.02434556226,0.024,41.80300356546,0.0256,3.2164,0.0298,0.58,0.05,-17.038,0.052,0,834803.0,255.515,10.884405,492401.0,406.458,11.120591,494993.0,386.636,10.525422,0.595169,0.66,2.38,13,6545.53,0.204,0.1,1.37,3.121,309.024362,41.80306,309.02435388,41.80310414,11.4,10.872,,435212,490,0.0,0.0,0
0.145683,309.0504216494306,41.1292457732314,0.001,0.001,0,2064857380694842496,309.0504093666,0.0242,41.12923305676,0.0289,1.2998,0.0327,-2.149,0.051,-2.954,0.054,0,371044.0,89.081,11.764802,233859.0,360.415,11.929006,203851.0,233.367,11.488636,0.44037,18.95,12.13,8,7435.0,0.789,0.4065,1.77,8.64,309.050475,41.129241,309.05047413,41.12924837,12.026,11.833,,435224,490,0.7501,0.0001,1
0.095929,309.0638145720165,40.80317863044,0.001,0.001,0,2064833466316542080,309.06379692344,0.0172,40.80311351502,0.0211,1.9215,0.0228,-3.103,0.039,-15.124,0.044,0,405538.0,93.4588,11.668287,228278.0,385.577,11.955228,256885.0,221.754,11.237574,0.717654,-18.38,0.8,12,6402.07,,,1.68,4.252,309.063847,40.803189,309.06384549,40.80323148,12.322,11.537,,435229,490,0.0,0.0,0
0.205784,309.0825520399126,41.2637410952167,0.001,0.001,0,2064860640574286720,309.08256825281,0.0221,41.26373487632,0.0275,1.7199,0.0326,2.831,0.05,-1.444,0.051,0,360795.0,339.097,11.795214,221676.0,756.929,11.987092,205573.0,432.126,11.479505,0.507587,,,0,7154.63,0.3943,0.19,1.42,4.751,309.082619,41.263714,309.08259398,41.26372144,12.442,12.365,,435233,490,0.0327,0.002,1
0.022247,309.085998611202,40.684434208413,0.001,0.001,0,2064783713415279616,309.08596374823,0.0182,40.68436741443,0.0224,1.3616,0.0241,-6.14,0.038,-15.513,0.041,0,1092150.0,238.883,10.592657,472771.0,315.557,11.164761,876672.0,829.584,9.904827,1.259934,-2.1,0.2,14,4803.0,,,7.5,26.965,309.085991,40.684432,309.08599808,40.6844716,11.722,10.913,,435236,490,0.0,0.0,0
0.072924,309.1003053224448,41.5875690477654,0.002,0.001,90,2067893780838388736,309.10032084085,0.0514,41.58757806748,0.053,1.0208,0.0621,2.696,0.118,2.095,0.095,1,563315.0,759.22,11.311487,325999.0,654.007,11.568348,341190.0,331.519,10.929431,0.638917,,,0,6430.75,,,3.69,20.923,309.10031,41.587589,309.10030304,41.58758978,11.734,11.4,,435240,490,0.0,0.0,0
0.036817,309.1080884266252,41.7949019111594,0.001,0.001,90,2067904814610744832,309.10806726179,0.0359,41.79485348169,0.0368,1.5453,0.0449,-3.665,0.08,-11.248,0.078,1,1952430.0,932.33,9.961928,1388900.0,1778.55,9.994711,863423.0,1430.91,9.921362,0.073349,,,0,9176.75,0.3063,0.1277,,,309.108101,41.794906,309.10810548,41.79493386,10.05,9.991,,435241,490,0.0,0.0,0
0.110659,309.1089820671834,41.7734942077822,0.001,0.001,0,2067904707235179904,309.10920986306,0.0218,41.77329620424,0.0246,5.4067,0.0278,39.457,0.045,-45.988,0.052,0,364762.0,71.5025,11.783342,191086.0,188.648,12.148317,249710.0,208.372,11.268331,0.879987,12.7,0.73,18,5625.25,0.0663,0.0287,0.74,0.498,309.108942,41.773487,309.10881175,41.77359947,12.848,12.193,,435242,490,0.0,0.0,0
0.06066,309.1088402580587,40.7919830884239,0.001,0.001,0,2064832744762026624,309.10883518974,0.0199,40.79195674003,0.0233,2.9035,0.0268,-0.891,0.045,-6.12,0.046,0,591764.0,361.883,11.257994,348442.0,430.709,11.496062,352981.0,281.875,10.892542,0.60352,-15.23,3.67,7,6623.57,0.133,0.077,1.25,2.715,309.108856,40.791995,309.10884728,40.79200867,11.849,11.301,,435243,490,0.0,0.0,0
0.113765,309.1126297185849,41.4002732700682,0.001,0.001,0,2064887754703460352,309.11260934274,0.0178,41.40023725552,0.0228,1.1235,0.0243,-3.55,0.037,-8.365,0.044,0,1191080.0,449.926,10.498508,445409.0,533.008,11.229489,1064640.0,730.982,9.693911,1.535579,2.53,5.33,6,4406.56,0.6407,0.3447,12.1,49.765,309.112665,41.400256,309.11267023,41.40028031,12.277,10.964,,435245,490,0.0,0.0,0
0.013363,309.1161198973505,41.0442673503159,0.001,0.001,90,2064844942469540992,309.11607094421,0.0327,41.0441520721,0.0365,6.4802,0.0419,-8.575,0.076,-26.774,0.076,1,13350700.0,4439.37,7.874605,9116650.0,15735.3,7.9518,6224590.0,11578.8,7.776642,0.175158,,,0,8397.0,0.4165,0.2113,,,309.116119,41.044271,309.11614621,41.04433377,8.05,7.894,A0,435247,490,0.0,0.0,0
0.016328,309.1189250664517,41.6275728978744,0.001,0.001,0,2067894987725527936,309.11904824968,0.0209,41.62757856502,0.0272,2.8239,0.0285,21.386,0.043,1.316,0.051,0,1326540.0,395.542,10.381568,754224.0,596.116,10.657638,819677.0,1114.54,9.977813,0.679825,10.51,0.36,14,6124.9,,,2.26,6.472,309.118919,41.627573,309.11884806,41.62757333,11.048,10.408,,435249,490,0.0,0.0,0
0.103197,309.1276394385556,41.7159223309069,0.001,0.001,0,2067901344277144576,309.1276188638,0.0183,41.71589362842,0.0221,1.484,0.0244,-3.567,0.037,-6.666,0.045,0,271441.0,37.8293,12.104177,155381.0,178.722,12.372891,169522.0,103.273,11.688855,0.684036,37.52,15.3,17,6353.0,,,1.8,4.774,309.127671,41.715906,309.12767172,41.71592417,12.534,12.13,,435256,490,0.0,0.0,0
0.023052,309.1360487425785,40.6428797391625,0.001,0.001,0,2064782716982862208,309.13605593584,0.0205,40.6429052658,0.0222,2.1751,0.0282,1.268,0.042,5.929,0.043,0,849916.0,307.687,10.864926,456994.0,442.073,11.201612,560565.0,309.383,10.390356,0.811256,-40.41,0.44,13,5896.53,,,2.54,7.049,309.136045,40.642874,309.13603843,40.64286221,11.596,10.94,,435259,490,0.0,0.0,0
0.020379,309.144683421757,41.8024821720897,0.001,0.001,0,2067905158208121216,309.14481776106,0.0223,41.8025508311,0.0255,3.7283,0.0282,23.259,0.048,15.947,0.052,0,2894850.0,616.316,9.534303,1776420.0,2220.36,9.727523,1605930.0,3041.96,9.247604,0.479918,-37.29,9.55,13,7093.0,,,1.88,8.1,309.14469,41.802485,309.144616,41.80244091,9.957,9.612,,435264,490,0.0,0.0,0
0.079481,309.1513220528747,40.7815598964359,0.001,0.001,90,2064832809186190976,309.15136066039,0.0219,40.78158110559,0.0235,1.6299,0.0288,6.79,0.048,4.926,0.047,0,290338.0,45.439,12.031108,173338.0,192.943,12.254154,172187.0,105.475,11.671922,0.582233,-27.7,3.75,9,6578.95,0.655,0.3447,1.58,4.227,309.15131,40.78158,309.15128642,40.78156584,13.229,12.079,,435270,490,0.0,0.0,0
0.151061,309.1547303643244,41.0737602842594,0.001,0.001,0,2064846557377226496,309.15470323736,0.0222,41.07373533641,0.0264,1.0606,0.0303,-4.75,0.051,-5.794,0.053,0,268747.0,48.8947,12.115008,147310.0,144.423,12.430807,176604.0,129.717,11.644416,0.786391,-0.32,1.87,8,5897.33,,,2.93,9.374,309.154786,41.073759,309.15479165,41.073778,13.023,11.726,,435271,490,0.0,0.0,0
0.061115,309.1586536143997,41.0037067954562,0.001,0.001,90,2064843911677364608,309.15868120941,0.0248,41.00370733597,0.0256,2.5527,0.0311,4.837,0.057,0.126,0.05,0,668550.0,304.241,11.12553,401088.0,500.44,11.343288,389867.0,256.784,10.78463,0.558659,-17.81,2.68,8,6742.51,0.409,0.1927,1.46,3.97,309.158633,41.0037,309.15861524,41.00370486,11.495,11.114,,435273,490,0.0,0.0,0
0.174451,309.1595081429458,41.1367455427249,0.001,0.001,0,2064847004053662848,309.15961677293,0.0214,41.13677875808,0.0255,2.1905,0.0291,19.002,0.047,7.715,0.05,0,435539.0,105.041,11.590797,247772.0,229.657,11.866259,271236.0,251.041,11.178551,0.687708,-36.92,0.71,10,6250.25,0.92,0.418,1.6,3.521,309.159552,41.136781,309.15947607,41.13675762,11.803,11.393,,435275,490,0.0,0.0,0
0.089994,309.1700848004091,41.4690306927665,0.001,0.001,0,2064889781927995904,309.1701881586,0.0191,41.46892443252,0.0242,3.4911,0.0252,17.988,0.039,-24.68,0.046,0,720536.0,294.217,11.044227,405471.0,359.202,11.33149,453403.0,334.081,10.620708,0.710781,-47.08,0.5,13,6193.0,0.228,0.0945,1.32,2.296,309.17009,41.469006,309.17002944,41.46906659,11.765,11.212,,435279,490,0.0,0.0,0
0.060678,309.1859535281863,41.607065660436,0.001,0.001,90,2067894025652833664,309.18594470895,0.0298,41.60708473837,0.0309,1.5459,0.0364,-1.532,0.064,4.431,0.061,0,658075.0,346.719,11.142676,422844.0,337.683,11.285937,346638.0,251.425,10.912231,0.373707,,,0,7585.23,,,1.91,10.916,309.185972,41.607056,309.18595909,41.60704446,11.583,11.162,,435288,490,0.0,0.0,0
0.013241,309.186173322756,41.6323798569289,0.001,0.001,0,2067899969887576448,309.18618448494,0.0202,41.63236677099,0.0243,1.4685,0.0263,1.938,0.041,-3.039,0.047,1,2989100.0,678.136,9.499515,1874320.0,2377.01,9.66928,1606920.0,2662.35,9.246933,0.422347,,,0,7145.25,,,4.79,53.983,309.186178,41.632381,309.1861692,41.63238721,9.864,9.558,,435289,490,0.0,0.0,0
0.147675,309.186551962376,41.302403243907,0.001,0.001,0,2064884112571128704,309.18654946363,0.0182,41.30236733695,0.024,1.7748,0.025,-0.436,0.04,-8.34,0.047,0,322583.0,53.4567,11.916763,178385.0,208.031,12.222992,210994.0,121.253,11.451246,0.771746,15.34,0.77,8,5755.18,1.355,0.6787,2.02,4.05,309.186605,41.302413,309.18659827,41.30243777,12.787,11.629,,435290,490,0.0,0.0,0
0.100278,309.1896094568729,40.957950674994,0.001,0.001,0,2064840815005222912,309.18962754362,0.0249,40.9579311001,0.0268,1.5212,0.031,3.172,0.052,-4.546,0.056,0,339957.0,68.1003,11.859804,199789.0,244.734,12.099957,207269.0,162.568,11.470583,0.629375,-13.77,2.49,11,6833.0,1.109,0.5577,1.7,5.689,309.189574,40.957943,309.18955704,40.95795755,12.245,12.099,,435291,490,0.0,0.0,0
0.094405,309.1926484215225,41.9576950105453,0.002,0.002,0,2067908353663819392,309.19267309984,0.0505,41.95769490781,0.068,1.9867,0.0675,4.262,0.103,-0.024,0.11,1,804429.0,514.628,10.924646,536653.0,755.974,11.027155,398806.0,692.322,10.760015,0.26714,,,0,8161.67,0.2955,0.153,,,309.192682,41.957687,309.19266425,41.95768769,11.169,11.024,,435293,490,0.0,0.0,0
0.121811,309.2118086953514,40.7940690673991,0.001,0.001,0,2064785981158089216,309.21186154859,0.0203,40.79407502089,0.0265,1.7123,0.0307,9.293,0.044,1.383,0.058,0,194776.0,34.7008,12.464528,109959.0,111.494,12.748316,123397.0,116.737,12.03366,0.714656,,,0,6249.33,,,1.37,2.577,309.21177,40.794086,309.2117325,40.794066,,12.448,,435299,490,0.0,0.0,0
