angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,[MT91],SpType,RAJ2000,DEJ2000,AV,Vmag,(B-V),DM,PAct,RV,MT91
0.129302,308.2070013308240,41.4267935813365,0.001,0.001,0,2067833071478386048,308.20698487924,0.0155,41.42677547076,0.0215,0.5708,0.0232,-2.865,0.033,-4.206,0.036,0,6.91687e+04,5.03371e+01,13.588592,2.46785e+04,6.53304e+01,14.370591,6.65516e+04,1.74379e+02,12.704024,1.666567,,,0,4278.50,,,6.28,11.900,308.2069583,41.4267778,336,B3III,20 32 49.67,+41 25 36.4,4.0,14.13,1.17,13.1,,V,MT91
0.176943,308.2084006194425,41.3957455142382,0.001,0.001,0,2067832968398974208,308.20838216538,0.0260,41.39572363492,0.0341,0.6902,0.0373,-3.215,0.057,-5.082,0.061,0,7.97354e+05,4.03337e+02,10.934238,2.57337e+05,5.20151e+02,11.825133,8.02735e+05,7.66799e+02,10.000489,1.824644,,,0,3904.75,0.8280,0.4125,23.68,117.441,308.2084583,41.3957222,339,O8V,20 32 50.03,+41 23 44.6,4.9,11.6,1.35,11.0,,V,MT91
0.645057,308.2114465613816,41.2506068792145,0.001,0.001,0,2067783078058841600,308.21143218007,0.0231,41.25058639693,0.0305,0.5734,0.0313,-2.511,0.050,-4.757,0.056,0,9.05486e+04,2.51143e+01,13.296162,1.86601e+04,5.62437e+01,14.674103,1.13208e+05,1.49421e+02,12.127223,2.546880,,,0,3760.26,2.5193,1.2577,10.88,21.314,308.2112083,41.2506111,343,B1V,20 32 50.69,+41 15 02.2,6.6,14.44,1.98,11.0,,V,MT91
0.639000,308.2266785475089,41.2560749389886,0.012,0.010,0,2067783112418577536,308.22667028077,0.3077,41.25609006719,0.4410,-0.4553,0.4447,-1.443,0.673,3.514,0.764,1,6.51409e+04,9.13181e+01,13.653731,1.36182e+04,2.99169e+01,15.016092,8.39664e+04,1.39803e+02,12.451656,2.564436,,,0,3681.00,,,,,308.2264583,41.2561389,358,B3V,20 32 54.35,+41 15 22.1,7.0,14.81,2.16,9.7,,,MT91
0.116539,308.2360983552173,41.3946918621356,0.001,0.001,0,2067832246844656768,308.23608217987,0.0164,41.39467323590,0.0236,0.5752,0.0250,-2.818,0.036,-4.326,0.039,0,1.06213e+05,2.68611e+01,13.122922,3.50391e+04,6.54480e+01,13.990006,1.07466e+05,9.02964e+01,12.183746,1.806259,,,0,3976.33,1.2257,0.5965,9.76,21.466,308.2360833,41.3947222,365,B1V,20 32 56.66,+41 23 41.0,4.5,13.81,1.28,12.4,,V,MT91
0.225597,308.2465723753237,41.4070806104873,0.001,0.001,90,2067832624801783040,308.24655649280,0.0302,41.40706147012,0.0346,0.5862,0.0364,-2.767,0.065,-4.446,0.063,0,6.03347e+05,3.74403e+02,11.236948,1.94553e+05,3.60844e+02,12.128792,6.07153e+05,5.84395e+02,10.303675,1.825117,,,0,3904.75,1.1440,0.5473,24.25,123.202,308.2465417,41.4071389,376,O8V,20 32 59.17,+41 24 25.7,4.9,11.91,1.35,11.3,,V,MT91
0.257943,308.2484656178761,41.2540777972854,0.001,0.001,0,2067782936320586240,308.24844986349,0.0266,41.25405902690,0.0389,0.5446,0.0388,-2.751,0.055,-4.360,0.064,0,2.52848e+05,6.88486e+01,12.181216,4.85444e+04,1.70477e+02,13.636042,3.21875e+05,4.53132e+02,10.992703,2.643338,,,0,3964.66,2.3327,1.1630,16.07,57.455,308.248375,41.2540556,378,B0V,20 32 59.61,+41 15 14.6,7.1,13.49,2.1,10.2,,V,MT91
0.333172,308.2621385236515,41.2953217256481,0.001,0.001,0,2067784516868550016,308.26212278289,0.0291,41.29530272674,0.0408,0.6066,0.0408,-2.747,0.064,-4.413,0.069,0,3.69619e+05,1.69281e+02,11.768980,7.65352e+04,2.33995e+02,13.141735,4.55494e+05,6.69815e+02,10.615714,2.526021,,,0,3516.00,2.0220,0.9850,25.96,92.809,308.26225,41.2953611,390,O8V,20 33 02.94,+41 17 43.3,6.8,12.95,1.98,10.4,Irr,V,MT91
0.088366,308.2683920772091,41.2858217298684,0.001,0.001,90,2067784521167847424,308.26837836137,0.0306,41.28580237326,0.0382,0.5241,0.0426,-2.394,0.068,-4.496,0.064,0,1.04172e+05,3.21447e+01,13.143990,2.51777e+04,6.67790e+01,14.348849,1.22716e+05,1.60540e+02,12.039665,2.309184,,,0,4000.24,2.0820,1.0280,10.42,25.045,308.2684167,41.2858056,395,B1V,20 33 04.42,+41 17 08.9,6.0,14.14,1.75,11.4,,V,MT91
0.510495,308.2716162334387,41.2975666569432,0.001,0.001,0,2067784555527587072,308.27159998659,0.0152,41.29754776235,0.0216,0.5319,0.0216,-2.835,0.033,-4.388,0.037,0,9.14077e+04,2.23727e+01,13.285909,2.48316e+04,4.74086e+01,14.363876,1.02007e+05,1.25045e+02,12.240348,2.123529,,,0,3660.50,1.9397,0.9650,12.87,26.813,308.27175,41.2976667,400,B1V,20 33 05.22,+41 17 51.6,5.6,14.15,1.62,11.8,,V,MT91
0.197986,308.2775460382719,41.3536470479018,0.001,0.001,0,2067784967844456192,308.27753351574,0.0193,41.35362865216,0.0271,0.5464,0.0272,-2.183,0.043,-4.273,0.046,0,9.53501e+04,2.25021e+01,13.240063,2.32852e+04,6.15413e+01,14.433687,1.11725e+05,1.52780e+02,12.141543,2.292144,,,0,3459.00,2.1213,1.0350,15.47,30.872,308.2775833,41.3536944,409,B0.5V,20 33 06.62,+41 21 13.3,6.0,14.21,1.76,12.0,,V,MT91
0.623335,308.2865235521951,41.2218616148486,0.002,0.001,0,2067781905528395264,308.28650818427,0.0454,41.22184180672,0.0678,0.6231,0.0667,-2.685,0.095,-4.601,0.107,0,8.80811e+05,9.46840e+02,10.826160,1.93900e+05,6.22996e+03,12.132442,1.29806e+06,3.27933e+04,9.478683,2.653760,,,0,3823.93,,,29.54,168.152,308.2865833,41.2216944,417,O4III,20 33 08.78,+41 13 18.1,7.1,11.55,2.04,10.4,,,MT91
0.487073,308.2893729732022,41.2162211178510,0.001,0.001,0,2067781909827930624,308.28935524557,0.0330,41.21620031048,0.0434,0.6742,0.0503,-3.097,0.068,-4.833,0.069,0,6.28254e+04,4.80024e+01,13.693028,1.36553e+04,1.29082e+02,15.013137,8.48318e+04,4.90751e+02,12.440523,2.572614,,,0,3770.14,2.6265,1.3335,7.64,10.625,308.2892083,41.2161667,420,O9V,20 33 09.41,+41 12 58.2,6.8,12.84,1.97,10.1,,,MT91
0.278858,308.2900196264903,41.2168356995009,0.001,0.001,0,2067781905528395776,308.29000324561,0.0252,41.21681573057,0.0364,0.6493,0.0358,-2.862,0.053,-4.638,0.059,0,3.24604e+05,1.58972e+02,11.909982,6.99922e+04,2.68906e+02,13.238765,3.99202e+05,9.30728e+02,10.758937,2.479828,,,0,3719.00,2.0308,0.9980,18.86,61.329,308.2899167,41.2168333,421,O9V,20 33 09.58,+41 13 00.6,6.7,12.86,1.96,10.1,"EA, P = 4.161d",,MT91
0.250440,308.2921722012523,41.2194913793573,0.001,0.001,0,2067781909827710720,308.29215882648,0.0262,41.21947197115,0.0373,0.5305,0.0375,-2.337,0.055,-4.508,0.063,0,1.85288e+05,4.84906e+01,12.518747,3.86514e+04,1.42059e+02,13.883474,2.29489e+05,2.94558e+02,11.360014,2.523460,,,0,3316.00,2.1660,1.0803,25.71,71.998,308.2920833,41.2194722,425,B0V,20 33 10.10,+41 13 10.1,6.6,13.62,1.94,10.8,,,MT91
0.703370,308.2932924294685,41.2183285218720,0.001,0.001,0,2067781944187448704,308.29332521371,0.0283,41.21831388951,0.0457,1.0399,0.0459,5.728,0.062,-3.398,0.087,0,8.66994e+03,9.00781e+00,15.843326,3.46950e+03,1.80162e+01,16.500721,8.04333e+03,6.36372e+01,14.998330,1.502391,,,0,4444.67,,,1.09,0.416,308.2930833,41.2184444,426,BOV,20 33 10.34,+41 13 06.4,6.6,14.05,1.95,11.2,,,MT91
0.344708,308.2928544109033,41.3957222006779,0.001,0.001,0,2067832418643351424,308.29281560450,0.0198,41.39569099471,0.0267,0.7394,0.0276,-6.761,0.043,-7.248,0.045,0,2.85273e+04,8.27006e+00,14.550214,1.20113e+04,1.84777e+01,15.152410,2.41048e+04,3.38277e+01,13.806661,1.345749,,,0,4736.08,,,2.32,2.436,308.2927917,41.3958056,427,B4II-B4III,20 33 10.27,+41 23 44.9,4.6,14.97,1.39,10.4,,,MT91
0.223828,308.2936012355477,41.3492726010172,0.001,0.001,0,2067785272785269888,308.29358388462,0.0266,41.34924819818,0.0367,0.6222,0.0379,-3.025,0.059,-5.668,0.062,0,1.12756e+05,3.73929e+01,13.058019,2.68331e+04,7.10170e+01,14.279713,1.33338e+05,1.71307e+02,11.949537,2.330175,,,0,4191.28,2.2510,1.1025,7.84,17.102,308.2935833,41.3493333,428,B1V,20 33 10.46,+41 20 57.6,6.0,14.06,1.77,11.2,,V,MT91
0.355572,308.2937668473115,41.3729020424201,0.009,0.007,0,2067785375864885888,308.29374640735,0.2209,41.37287656690,0.2983,0.9426,0.2932,-3.563,0.479,-5.917,0.560,0,2.59701e+05,6.36953e+01,12.152181,7.19578e+04,1.60714e+02,13.208694,2.86174e+05,2.61227e+02,11.120346,2.088347,,,0,3958.74,1.7440,0.8580,,,308.29375,41.373,429,B0V,20 33 10.50,+41 22 22.8,5.5,12.98,1.56,11.3,EA; P=2.9788d:,V,MT91
0.225407,308.2947361473102,41.2522839409620,0.001,0.001,0,2067783623515353728,308.29471873298,0.0220,41.25226387985,0.0335,0.6012,0.0326,-3.041,0.045,-4.659,0.057,0,2.70974e+06,2.59475e+03,9.606046,5.40536e+05,7.59565e+02,11.019327,3.32263e+06,3.81843e+03,8.458216,2.561112,,,0,3893.23,,,50.61,530.223,308.29475,41.2522222,431,O5If,20 33 10.74,+41 15 08.0,6.4,10.96,1.81,10.9,Unk; P=1.22/5.6d,V,MT91
0.478682,308.2960870899323,41.1755628961014,0.001,0.001,0,2067778783091509888,308.29607070388,0.0230,41.17554424618,0.0337,0.6653,0.0318,-2.865,0.050,-4.332,0.059,0,7.98738e+04,2.33674e+01,13.432355,1.47899e+04,6.50629e+01,14.926472,1.03737e+05,1.91356e+02,12.222084,2.704388,,,0,3788.72,2.6953,1.3550,8.59,13.698,308.2959167,41.1755278,435,B0V,20 33 11.02,+41 10 31.9,7.4,14.78,2.19,11.2,,V,MT91
0.390294,308.2973914327525,41.2995983258248,0.001,0.001,0,2067784589887320576,308.29737675601,0.0178,41.29957977010,0.0280,0.5509,0.0283,-2.561,0.039,-4.310,0.045,0,6.80735e+04,1.94641e+01,13.605920,1.97840e+04,5.25001e+01,14.610602,7.37221e+04,7.66867e+01,12.592925,2.017677,,,0,3845.67,1.6565,0.8100,9.12,16.382,308.2974583,41.2996944,441,B2III:,20 33 11.39,+41 17 58.9,5.1,14.38,1.52,12.9,,V,MT91
0.390074,308.2992270441493,41.4015036621263,0.001,0.001,0,2067832418643353344,308.29921069780,0.0192,41.40148465993,0.0251,0.5863,0.0261,-2.848,0.044,-4.413,0.046,0,9.52510e+04,5.35873e+01,13.241192,2.39457e+04,5.35937e+01,14.403318,1.09943e+05,2.71490e+02,12.158999,2.244320,,,0,3525.00,1.9483,0.9513,13.52,25.429,308.2992083,41.4016111,444,B5V,20 33 11.81,+41 24 05.8,4.9,14.12,1.48,9.3,,,MT91
0.141698,308.3052562219658,41.2246269148049,0.001,0.001,0,2067781939888133248,308.30524045700,0.0349,41.22460658523,0.0436,0.5694,0.0445,-2.754,0.072,-4.722,0.078,0,2.37914e+05,9.15163e+01,12.247316,4.31514e+04,1.56160e+02,13.763902,3.09108e+05,5.61962e+02,11.036643,2.727259,,,0,3874.96,2.1530,1.1202,16.08,52.533,308.3052083,41.2246111,448,O6V,20 33 13.25,+41 13 28.6,7.4,13.61,2.15,11.1,Unk; P=3.16d:,V,MT91
0.136019,308.3056587317896,41.4443542458438,0.001,0.001,0,2067926564325711872,308.30564311534,0.0148,41.44434019006,0.0196,0.6022,0.0210,-2.719,0.032,-3.265,0.037,0,5.83211e+04,1.31309e+01,13.773801,1.97543e+04,4.10292e+01,14.612237,5.82527e+04,1.10890e+02,12.848631,1.763606,,,0,4070.45,1.6595,0.7540,6.40,10.146,308.3057083,41.4443611,453,B5:V,20 33 13.37,+41 26 39.7,3.9,14.45,1.14,10.5,,V,MT91
0.242862,308.3070443415114,41.2182690342180,0.001,0.001,0,2067781871173898624,308.30702899501,0.0215,41.21825013465,0.0365,0.5854,0.0307,-2.681,0.045,-4.390,0.063,0,3.28195e+05,8.99094e+01,11.898035,7.78484e+04,1.92212e+02,13.123263,3.85339e+05,5.26395e+02,10.797312,2.325952,,,0,3782.71,1.6420,0.8030,19.89,73.001,308.3069583,41.21825,455,O8V,20 33 13.67,+41 13 05.7,6.3,12.92,1.81,10.9,,,MT91
0.696448,308.3087899127462,41.3394176060113,0.001,0.001,0,2067785070923663104,308.30877429051,0.0235,41.33939849678,0.0285,0.6248,0.0298,-2.724,0.051,-4.438,0.052,0,2.39401e+06,1.14574e+03,9.740549,6.92543e+05,8.29413e+02,10.750272,2.51500e+06,3.87801e+03,8.760574,1.989698,,,0,4159.06,,,36.89,366.786,308.309,41.3393056,457,O3If,20 33 14.16,+41 20 21.5,5.4,10.55,1.45,11.5,Irr,V,MT91
0.132793,308.3097386579359,41.3258691901542,0.001,0.001,0,2067785070923660416,308.30972052294,0.0280,41.32584742162,0.0352,0.1867,0.0363,-3.163,0.063,-5.056,0.066,0,7.39144e+04,2.29690e+01,13.516543,1.38713e+04,4.23773e+01,14.996096,9.63253e+04,1.71029e+02,12.302569,2.693526,,,0,3804.95,2.3180,1.1133,,,308.30975,41.3258333,459,B5:,20 33 14.34,+41 19 33.0,5.8,14.67,1.79,8.8,,,MT91
0.643389,308.3138113582454,41.4991022692272,0.003,0.003,0,2067926804843893504,308.31379854864,0.0718,41.49907986955,0.0937,0.3419,0.1036,-2.228,0.165,-5.203,0.182,0,1.60151e+05,4.13699e+01,12.677041,4.48229e+04,1.09272e+02,13.722638,1.77113e+05,2.05510e+02,11.641293,2.081346,,,0,4212.71,1.5965,0.7652,,,308.3140417,41.4990556,467,B1V,20 33 15.37,+41 29 56.6,5.5,13.43,1.59,11.1,,V,MT91
0.294783,308.3145412946534,41.4591915290810,0.001,0.001,0,2067926598685455744,308.31452594384,0.0228,41.45917418999,0.0308,0.5619,0.0319,-2.672,0.050,-4.027,0.063,0,1.36234e+05,3.33519e+01,12.852651,4.13193e+04,8.33965e+01,13.811005,1.44403e+05,1.64597e+02,11.862980,1.948025,,,0,3933.29,1.3260,0.6445,11.74,29.697,308.314625,41.4591389,469,B1III,20 33 15.51,+41 27 32.9,4.9,13.65,1.41,13.0,,V,MT91
0.358052,308.3154512680186,41.3381030526290,0.001,0.001,0,2067785070923661440,308.31543614940,0.0195,41.33808519371,0.0311,0.5931,0.0264,-2.636,0.043,-4.148,0.056,0,3.62946e+05,6.05217e+01,11.788759,1.09875e+05,2.06130e+02,12.749146,3.80283e+05,6.32180e+02,10.811652,1.937493,,,0,3835.50,1.0980,0.5307,19.73,75.876,308.3155833,41.3381111,470,O9V,20 33 15.74,+41 20 17.2,5.2,12.5,1.46,11.3,Cst,V,MT91
0.264802,308.3180689947214,41.3171893594951,0.001,0.001,0,2067785002204178688,308.31805358352,0.0244,41.31716952541,0.0326,0.6301,0.0318,-2.688,0.052,-4.607,0.059,0,5.85342e+05,3.30772e+02,11.269842,1.74490e+05,4.16858e+02,12.246964,6.13674e+05,9.99809e+02,10.292076,1.954887,,,0,3828.12,1.0537,0.5255,23.73,108.947,308.3181667,41.3171944,473,O8.5V,20 33 16.36,+41 19 01.9,5.2,12.02,1.45,11.0,Cst,V,MT91
0.064039,308.3225215965754,41.2107572440795,0.001,0.001,0,2067780397999213952,308.32250611998,0.0274,41.21073783702,0.0428,0.5413,0.0431,-2.704,0.060,-4.507,0.067,0,9.13283e+04,3.23054e+01,13.286853,1.94542e+04,4.40612e+01,14.628854,1.12939e+05,1.56230e+02,12.129813,2.499041,,,0,3756.70,2.2890,1.1467,11.61,24.188,308.3225,41.21075,477,B0:V,20 33 17.40,+41 12 38.7,6.5,14.43,1.91,11.7,,V,MT91
0.172229,308.3228394389757,41.2859285833531,0.001,0.001,0,2067783799613328128,308.32282809174,0.0296,41.28591213825,0.0392,0.5413,0.0408,-1.980,0.062,-3.820,0.071,0,7.55194e+05,5.00286e+02,10.993220,2.02010e+05,3.88252e+02,12.087955,8.31974e+05,9.68270e+02,9.961646,2.126308,,,0,3989.33,0.9075,0.4450,27.36,170.783,308.322875,41.2858889,480,O7V,20 33 17.49,+41 17 09.2,5.6,11.88,1.59,10.8,Cst,V,MT91
0.467702,308.3249256495896,41.3086645309535,0.001,0.001,0,2067784246289931776,308.32491024729,0.0221,41.30864632262,0.0291,0.5544,0.0306,-2.687,0.046,-4.229,0.053,0,3.04486e+06,1.74291e+03,9.479446,9.80606e+05,1.32668e+03,10.372652,3.02135e+06,3.51945e+03,8.561418,1.811235,,,0,4097.05,1.0880,0.5520,49.21,614.649,308.3250833,41.3086111,483,O5III,20 33 18.02,+41 18 31.0,4.6,10.19,1.24,11.4,Cst,V,MT91
0.509906,308.3251456485781,41.3601816863034,0.001,0.001,0,2067785208362826112,308.32512487042,0.0305,41.36016226415,0.0394,0.6075,0.0425,-3.622,0.068,-4.511,0.073,0,5.85852e+05,5.56139e+02,11.268895,1.66123e+05,3.72397e+02,12.300312,6.27681e+05,5.01555e+02,10.267573,2.032739,,,0,3919.50,1.3338,0.6842,22.78,110.298,308.3253333,41.3601667,485,O8V,20 33 18.08,+41 21 36.6,5.4,12.06,1.51,11.0,Cst,V,MT91
0.328973,308.3272124386228,41.2597640147125,0.001,0.001,0,2067783559095152768,308.32719738566,0.0314,41.25974521621,0.0419,0.4855,0.0431,-2.628,0.068,-4.366,0.076,0,7.24916e+04,3.66534e+02,13.537646,1.07361e+04,1.32204e+02,15.274273,9.89837e+04,1.48204e+03,12.273011,3.001262,,,0,3810.86,2.7433,1.3900,11.00,23.000,308.3272917,41.2598333,488,B1Ve-B3Ve,20 33 18.55,+41 15 35.4,7.7,14.88,2.36,10.3,BE,,MT91
0.302019,308.3274436620715,41.4137081099544,0.001,0.001,0,2067879354045188992,308.32742996270,0.0189,41.41369010165,0.0261,0.5135,0.0256,-2.386,0.041,-4.183,0.047,0,4.79168e+04,2.06873e+01,13.987147,1.14575e+04,4.05972e+01,15.203662,5.71664e+04,1.47134e+02,12.869069,2.334593,,,0,4002.90,2.1875,1.0793,7.20,11.981,308.3273333,41.4136944,490,B0:,20 33 18.56,+41 24 49.3,5.4,14.76,1.53,13.1,,V,MT91
0.216160,308.3297600876657,41.2958296782785,0.001,0.001,0,2067783799613328768,308.32974431537,0.0163,41.29581139550,0.0236,0.5601,0.0212,-2.752,0.035,-4.246,0.043,0,4.87241e+04,1.28790e+01,13.969006,1.30377e+04,2.23278e+01,15.063382,5.50902e+04,8.66929e+01,12.909234,2.154148,,,0,3701.75,1.9757,0.9790,8.60,12.521,308.3298333,41.2958056,492,B1V,20 33 19.16,+41 17 44.9,5.7,14.85,1.68,12.3,,V,MT91
0.079876,308.3302783162558,41.4124508276917,0.001,0.001,0,2067879354045188864,308.33026386893,0.0243,41.41243326921,0.0309,0.6423,0.0324,-2.517,0.055,-4.078,0.057,0,4.59366e+04,1.82669e+01,14.032969,1.11248e+04,3.82343e+01,15.235658,5.42698e+04,8.46048e+01,12.925525,2.310133,,,0,4324.89,2.2860,1.1337,4.40,6.099,308.33025,41.4124444,493,B5IV,20 33 19.26,+41 24 44.8,5.3,14.99,1.61,9.7,,V,MT91
0.265895,308.3375686659064,41.2944776866989,0.001,0.001,0,2067784173274044928,308.33755385145,0.0206,41.29445814514,0.0276,0.5915,0.0279,-2.585,0.045,-4.539,0.050,0,3.31953e+05,8.89733e+01,11.885675,9.48191e+04,1.86431e+02,12.909149,3.58880e+05,3.29034e+02,10.874546,2.034603,,,0,3695.00,1.2625,0.6120,21.39,76.844,308.3376667,41.2944722,507,O9V,20 33 21.04,+41 17 40.1,5.5,12.7,1.54,11.2,Cst,V,MT91
0.460051,308.3435384632440,41.3713704058613,0.001,0.001,0,2067785242722566784,308.34352175259,0.0169,41.37135120831,0.0225,0.5816,0.0240,-2.913,0.036,-4.459,0.043,0,7.57569e+04,1.83157e+01,13.489811,2.26778e+04,8.20206e+01,14.462384,8.10198e+04,5.79016e+01,12.490441,1.971943,,,0,3871.64,1.7290,0.8292,8.91,16.070,308.3437083,41.3713611,513,B2V,20 33 22.49,+41 22 16.9,4.9,14.26,1.42,11.8,,V,MT91
0.153124,308.3468014460159,41.2283407461175,0.001,0.001,0,2067780432358951296,308.34678673728,0.0269,41.22832218556,0.0394,0.5778,0.0390,-2.569,0.055,-4.311,0.070,0,8.24448e+04,2.83045e+01,13.397958,1.66295e+04,4.66560e+01,14.799191,1.04008e+05,2.08923e+02,12.219249,2.579943,,,0,3545.00,2.4980,1.2460,12.52,22.315,308.3468333,41.2283056,515,B1V,20 33 23.24,+41 13 41.9,6.8,14.66,2.03,11.0,,V,MT91
0.297942,308.3477017174470,41.1536576494630,0.001,0.001,0,2067778542573330304,308.34770171745,1.1583,41.15365764946,1.3415,,,,,,,0,8.27224e+05,1.78203e+04,10.894308,2.18607e+05,1.27741e+03,12.002226,1.70512e+06,9.43018e+03,9.182535,2.819691,,,0,3900.87,,,,,308.34775,41.1535833,516,O5.5V,20 33 23.46,+41 09 12.9,7.5,11.84,2.2,9.5,,V,MT91
0.433109,308.3478963230342,41.1535349698472,0.026,0.024,0,2067778538274037504,308.34785365403,0.7131,41.15349853148,0.7848,0.2783,0.8396,-7.462,1.575,-8.463,1.661,0,9.04918e+05,1.32106e+04,10.796843,2.20722e+05,1.35960e+03,11.991776,1.69515e+06,5.51933e+03,9.188898,2.802877,,,0,3567.14,,,,,308.34775,41.1535833,516,O5.5V,20 33 23.46,+41 09 12.9,7.5,11.84,2.2,9.5,,V,MT91
0.345379,308.3472472863152,41.3381080669391,0.001,0.001,0,2067784383729101696,308.34723197902,0.0262,41.33808948232,0.0391,0.5342,0.0393,-2.669,0.060,-4.316,0.070,0,1.23037e+05,3.86907e+01,12.963275,3.60134e+04,6.71777e+01,13.960228,1.32887e+05,1.98206e+02,11.953214,2.007014,,,0,3757.97,1.3955,0.6955,13.64,33.428,308.347375,41.3381111,517,B1V,20 33 23.37,+41 20 17.2,5.2,13.74,1.5,11.7,,V,MT91
0.451247,308.3530833092997,41.3679088166516,0.001,0.000,0,2067785174003089664,308.35306791871,0.0147,41.36789050672,0.0218,0.4765,0.0213,-2.683,0.032,-4.253,0.039,0,8.37302e+04,3.48067e+01,13.381160,2.57889e+04,6.15241e+01,14.322804,8.81259e+04,1.29507e+02,12.399161,1.923643,,,0,3827.67,1.3097,0.6323,11.87,27.265,308.35325,41.3679167,522,B2Ve:,20 33 24.78,+41 22 04.5,4.8,14.06,1.38,11.7,BCEP:; P=0.21210d,V,MT91
0.173685,308.3614821356400,41.1831765661853,0.001,0.001,0,2067780054401820544,308.36146714341,0.0217,41.18315650659,0.0280,0.5483,0.0297,-2.621,0.046,-4.659,0.055,0,3.13325e+05,7.37908e+01,11.948379,6.96646e+04,2.19075e+02,13.243857,3.78041e+05,4.02063e+02,10.818072,2.425785,,,0,3368.00,1.6720,0.7810,30.63,108.770,308.3615417,41.1831944,534,O8.5V,20 33 26.77,+41 10 59.5,6.5,13.0,1.87,10.7,,V,MT91
0.448481,308.3772640264048,41.3382617331101,0.002,0.002,0,2067784349369363712,308.37724913814,0.0613,41.33824140538,0.0833,0.4042,0.0881,-2.596,0.136,-4.721,0.151,0,3.69561e+04,4.01808e+01,14.269150,1.50940e+04,5.90628e+02,14.904378,5.31494e+04,1.59450e+03,12.948174,1.956204,,,0,4393.32,,,,,308.3772917,41.3381389,554,B4Ve,20 33 30.55,+41 20 17.3,4.7,14.41,1.41,9.7,EA,,MT91
0.222916,308.3782927051146,41.2563030046628,0.001,0.001,0,2067780947755025920,308.37827816589,0.0280,41.25628570290,0.0377,0.7027,0.0382,-2.539,0.058,-4.018,0.069,0,2.55786e+06,3.98241e+03,9.668673,5.13356e+05,2.01416e+03,11.075341,3.14783e+06,1.51976e+04,8.516892,2.558449,,,0,3848.33,0.9930,0.5457,43.72,377.622,308.378375,41.2563056,556,B1I,20 33 30.81,+41 15 22.7,5.9,11.01,1.77,11.6,Irr,V,MT91
0.471230,308.3818319679429,41.3627705413553,0.001,0.000,0,2067878254533644288,308.38181632138,0.0148,41.36275219268,0.0243,0.5779,0.0224,-2.727,0.032,-4.262,0.043,0,1.10294e+05,3.38600e+01,13.081985,3.66347e+04,5.96742e+01,13.941655,1.11255e+05,1.20011e+02,12.146117,1.795538,,,0,3913.55,1.2917,0.6283,10.44,23.037,308.382,41.3628056,561,B2V,20 33 31.68,+41 21 46.1,4.5,13.73,1.3,11.7,,V,MT91
0.354247,308.3889582583153,41.1434452657252,0.001,0.001,0,2067779229768091136,308.38894169746,0.0243,41.14342274409,0.0287,0.6146,0.0326,-2.897,0.053,-5.231,0.055,0,7.72124e+04,2.44834e+01,13.469148,1.45493e+04,5.12704e+01,14.944284,9.95853e+04,1.29724e+02,12.266432,2.677852,,,0,3669.00,2.6358,1.3180,10.16,16.866,308.3890833,41.1434167,568,B3V,20 33 33.38,+41 08 36.3,7.0,14.76,2.16,9.6,,V,MT91
0.494408,308.3915947009866,41.3272018581475,0.001,0.001,0,2067784143210932352,308.39157815640,0.0206,41.32718104693,0.0442,0.4300,0.0292,-2.886,0.047,-4.834,0.081,0,7.71575e+04,2.78198e+01,13.469920,2.04789e+04,8.35458e+01,14.573120,9.22457e+04,9.33395e+02,12.349555,2.223565,,,0,4049.30,1.8472,0.9130,10.49,26.674,308.3915417,41.3273333,573,B3I,20 33 33.97,+41 19 38.4,5.3,13.87,1.62,14.9,,V,MT91
0.329600,308.3930634164100,41.3031735964576,0.001,0.001,0,2067784035835091072,308.39304715302,0.0217,41.30315567383,0.0288,0.5822,0.0293,-2.838,0.050,-4.163,0.054,0,2.49036e+05,3.10423e+02,12.197708,5.42598e+04,2.48524e+02,13.515192,3.03984e+05,1.15686e+03,11.054794,2.460398,,,0,3451.00,2.1037,1.0143,23.65,71.481,308.3931667,41.3032222,575,B2Ve,20 33 34.36,+41 18 11.6,5.9,13.41,1.77,9.9,,,MT91
0.473496,308.3939971931059,41.3603555431992,0.001,0.001,0,2067878220173813376,308.39398312664,0.0176,41.36033787681,0.0234,0.6088,0.0265,-2.452,0.040,-4.103,0.043,0,4.60299e+04,1.46527e+01,14.030765,1.45043e+04,3.48196e+01,14.947642,4.77647e+04,6.81081e+01,13.064153,1.883490,,,0,4049.48,,,5.72,7.939,308.3941667,41.3603889,576,B7:V,20 33 34.60,+41 21 37.4,4.6,14.71,1.39,10.1,,V,MT91
