angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,n_Name,o,RAJ2000,DEJ2000,Bmag,Jmag,Hmag,Ksmag,SpType,r_SpType,Field,st,AV,Teff,VMAG,Mass,Age,SimbadName
0.082703,307.6658315608041,41.6140794476534,0.011,0.010,90,2068035342958597760,307.66584137222,0.3341,41.61404409798,0.3213,2.0941,0.3711,1.704,0.724,-8.210,0.624,0,3.12335e+05,1.09569e+02,11.951814,7.67161e+04,1.43315e+02,13.139172,3.65293e+05,3.46162e+02,10.855316,2.283855,,,0,3702.91,2.1923,1.0800,5.82,5.737,307.66585417,41.61406389,J20303980+4136506,,o,20 30 39.805,+41 36 50.63,14.1,9.098,8.574,8.313,O6V,11,Cygnus OB2,K,5.9,38867,-4.0,26.3,0.0,2MASS J20303981+4136507
0.038226,307.8417786348522,41.5245452962009,0.001,0.001,0,2067845887660714880,307.84176402383,0.0216,41.52452524450,0.0298,0.5532,0.0301,-2.541,0.047,-4.657,0.054,0,1.72025e+06,7.81542e+02,10.099385,6.31225e+05,6.60240e+02,10.850927,1.57416e+06,1.45192e+03,9.269300,1.581627,,,0,4365.00,0.8390,0.3880,30.39,302.135,307.841775,41.52455556,VI Cyg 2,,,20 31 22.026,+41 31 28.40,11.711,8.075,7.75,7.628,B1Ib:,2,Cygnus OB2,K,3.2,19979,-4.08,11.3,17.8,2MASS J20312203+4131284
0.003291,308.2621385236515,41.2953217256481,0.001,0.001,0,2067784516868550016,308.26212278289,0.0291,41.29530272674,0.0408,0.6066,0.0408,-2.747,0.064,-4.413,0.069,0,3.69619e+05,1.69281e+02,11.768980,7.65352e+04,2.33995e+02,13.141735,4.55494e+05,6.69815e+02,10.615714,2.526021,,,0,3516.00,2.0220,0.9850,25.96,92.809,308.2621375,41.29532222,J20330292+4117431,,,20 33 02.913,+41 17 43.16,14.5,8.718,8.165,7.873,O8V,11,Cygnus OB2,K,6.2,34877,-4.46,24.0,3.2,2MASS J20330292+4117431
0.009890,307.9569068941730,41.4740303079572,0.001,0.001,90,2067847502568383744,307.95688909863,0.0230,41.47401231958,0.0249,0.5949,0.0318,-3.097,0.051,-4.178,0.041,0,7.13054e+05,3.38655e+02,11.055559,2.73380e+05,4.30230e+02,11.759472,6.43066e+05,6.27394e+02,10.241282,1.518190,,,0,4442.62,0.3420,0.1590,17.26,104.599,307.95690833,41.47402778,J20314965+4128265,,,20 31 49.658,+41 28 26.50,12.567,9.074,8.768,8.634,O9III,11,Cygnus OB2,K,3.8,31846,-3.42,16.7,2.0,2MASS J20314965+4128265
0.018696,308.3228394389757,41.2859285833531,0.001,0.001,0,2067783799613328128,308.32282809174,0.0296,41.28591213825,0.0392,0.5413,0.0408,-1.980,0.062,-3.820,0.071,0,7.55194e+05,5.00286e+02,10.993220,2.02010e+05,3.88252e+02,12.087955,8.31974e+05,9.68270e+02,9.961646,2.126308,,,0,3989.33,0.9075,0.4450,27.36,170.783,308.32284583,41.28593056,J20331748+4117093,,,20 33 17.483,+41 17 09.35,13.09,8.354,7.889,7.649,O7V,11,Cygnus OB2,K,5.4,36872,-4.61,28.1,2.5,2MASS J20331748+4117093
0.009039,308.0690091515893,41.4265749682416,0.001,0.001,0,2067835614098871040,308.06899582471,0.0208,41.42655467940,0.0265,0.5786,0.0291,-2.321,0.044,-4.712,0.055,0,8.15283e+05,3.16873e+02,10.910094,2.83706e+05,4.88551e+02,11.719218,7.84876e+05,7.08378e+02,10.024917,1.694302,,,0,4150.73,0.7005,0.3483,23.39,146.314,308.0690125,41.426575,LS III +41 30,,,20 32 16.563,+41 25 35.67,12.249,8.714,8.389,8.185,O9V,11,Cygnus OB2,K,4.3,32882,-3.94,19.3,3.5,2MASS J20321656+4125357
0.012496,308.3782927051146,41.2563030046628,0.001,0.001,0,2067780947755025920,308.37827816589,0.0280,41.25628570290,0.0377,0.7027,0.0382,-2.539,0.058,-4.018,0.069,0,2.55786e+06,3.98241e+03,9.668673,5.13356e+05,2.01416e+03,11.075341,3.14783e+06,1.51976e+04,8.516892,2.558449,,,0,3848.33,0.9930,0.5457,43.72,377.622,308.37829583,41.25630556,J20333078+4115226,,,20 33 30.791,+41 15 22.70,12.645,6.493,5.891,5.542,B1I,11,Cygnus OB2,K,6.1,19979,-6.49,25.8,6.3,2MASS J20333078+4115226
0.011077,308.3375686659064,41.2944776866989,0.001,0.001,0,2067784173274044928,308.33755385145,0.0206,41.29445814514,0.0276,0.5915,0.0279,-2.585,0.045,-4.539,0.050,0,3.31953e+05,8.89733e+01,11.885675,9.48191e+04,1.86431e+02,12.909149,3.58880e+05,3.29034e+02,10.874546,2.034603,,,0,3695.00,1.2625,0.6120,21.39,76.844,308.33756667,41.294475,J20332101+4117401,,,20 33 21.016,+41 17 40.11,13.63,9.301,8.899,8.672,O9V,11,Cygnus OB2,K,4.9,32882,-3.52,17.8,1.4,2MASS J20332101+4117401
0.004482,308.0575920060796,41.4533348907635,0.001,0.001,90,2067835682818357376,308.05757788467,0.0237,41.45331711798,0.0300,0.6700,0.0361,-2.458,0.052,-4.128,0.051,0,2.54248e+06,1.43636e+03,9.675221,9.08834e+05,1.05971e+03,10.455177,2.36171e+06,2.79050e+03,8.828856,1.626322,,,0,4253.37,0.5403,0.2545,33.03,321.600,308.05759167,41.45333611,VI Cyg 4,,,20 32 13.822,+41 27 12.01,11.231,7.582,7.248,7.105,O7IIIf,11,Cygnus OB2,K,4.0,36077,-5.0,30.9,3.2,2MASS J20321383+4127120
0.002900,308.3249256495896,41.3086645309535,0.001,0.001,0,2067784246289931776,308.32491024729,0.0221,41.30864632262,0.0291,0.5544,0.0306,-2.687,0.046,-4.229,0.053,0,3.04486e+06,1.74291e+03,9.479446,9.80606e+05,1.32668e+03,10.372652,3.02135e+06,3.51945e+03,8.561418,1.811235,,,0,4097.05,1.0880,0.5520,49.21,614.649,308.324925,41.30866389,VI Cyg 8C,,,20 33 17.982,+41 18 31.19,11.059,7.165,6.792,6.579,O5III,11,Cygnus OB2,K,4.7,40307,-5.62,47.6,2.0,2MASS J20331798+4118311
0.015306,308.4041418136965,41.2698125804329,0.001,0.001,0,2067781016474500864,308.40412807659,0.0226,41.26979461781,0.0313,0.6197,0.0314,-2.398,0.050,-4.172,0.056,0,4.90780e+05,3.67456e+02,11.461149,1.23871e+05,2.92915e+02,12.618966,5.59680e+05,6.66466e+02,10.392070,2.226896,,,0,3834.08,1.7925,0.8790,21.98,94.076,308.40414167,41.26980833,J20333700+4116113,,,20 33 36.994,+41 16 11.31,13.53,8.683,8.168,7.929,B0V,11,Cygnus OB2,K,5.4,30110,-4.3,18.7,6.3,2MASS J20333700+4116113
0.028095,309.0187482590119,40.9369549125915,0.001,0.001,0,2064838375463800448,309.01877543398,0.0294,40.93696571500,0.0383,0.5572,0.0405,4.768,0.066,2.509,0.074,0,4.13493e+05,2.50463e+02,11.647197,8.58310e+04,3.46579e+02,13.017278,5.09860e+05,8.95379e+02,10.493293,2.523985,,,0,3451.00,,,31.84,129.578,309.01875,40.93694722,J20360451+4056129,,,20 36 04.500,+40 56 13.01,13.95,8.568,7.968,7.685,O5V((f)),9,Cygnus OB2,K,6.4,40862,-4.72,34.8,1.0,2MASS J20360451+4056129
0.021951,308.1607062331648,41.4204933348961,0.001,0.001,0,2067833204620693632,308.16069402794,0.0234,41.42047599744,0.0282,0.6315,0.0346,-2.126,0.052,-4.027,0.052,0,1.43784e+06,7.36248e+02,10.294091,5.18450e+05,5.58421e+02,11.064622,1.33457e+06,1.83594e+03,9.448565,1.616057,,,0,4361.30,0.5485,0.2942,24.40,194.094,308.1607125,41.42049722,VI Cyg 16,,,20 32 38.571,+41 25 13.79,11.857,8.194,7.918,7.716,O8V(n),9,Cygnus OB2,K,4.0,34877,-4.38,23.5,3.2,2MASS J20323857+4125137
0.008133,308.3087899127462,41.3394176060113,0.001,0.001,0,2067785070923663104,308.30877429051,0.0235,41.33939849678,0.0285,0.6248,0.0298,-2.724,0.051,-4.438,0.052,0,2.39401e+06,1.14574e+03,9.740549,6.92543e+05,8.29413e+02,10.750272,2.51500e+06,3.87801e+03,8.760574,1.989698,,,0,4159.06,,,36.89,366.786,308.30879167,41.33941944,VI Cyg 7,,,20 33 14.110,+41 20 21.91,11.857,7.248,6.818,6.611,O3If,11,Cygnus OB2,K,5.0,42233,-5.63,48.3,1.5,2MASS J20331411+4120218
0.016235,308.2084006194425,41.3957455142382,0.001,0.001,0,2067832968398974208,308.20838216538,0.0260,41.39572363492,0.0341,0.6902,0.0373,-3.215,0.057,-5.082,0.061,0,7.97354e+05,4.03337e+02,10.934238,2.57337e+05,5.20151e+02,11.825133,8.02735e+05,7.66799e+02,10.000489,1.824644,,,0,3904.75,0.8280,0.4125,23.68,117.441,308.2084,41.39575,J20325002+4123446,,,20 32 50.016,+41 23 44.70,12.427,8.579,8.188,7.982,O8V,11,Cygnus OB2,K,4.7,34877,-4.19,22.5,2.5,2MASS J20325002+4123446
0.030006,308.1893730610620,41.4270945728597,0.001,0.001,0,2067833243277076864,308.18935729487,0.0261,41.42707809848,0.0351,0.6437,0.0350,-2.746,0.056,-3.826,0.063,1,1.68224e+06,6.28715e+02,10.123648,5.85193e+05,6.12520e+02,10.933141,1.60051e+06,1.47582e+03,9.251275,1.681866,,,0,4230.71,0.3770,0.1990,28.43,233.317,308.189375,41.42710278,VI Cyg 6,,,20 32 45.450,+41 25 37.57,11.67,7.953,7.617,7.421,O8V,11,Cygnus OB2,K,4.4,34877,-4.71,26.0,3.5,2MASS J20324545+4125374
0.024156,308.2937668473115,41.3729020424201,0.009,0.007,0,2067785375864885888,308.29374640735,0.2209,41.37287656690,0.2983,0.9426,0.2932,-3.563,0.479,-5.917,0.560,0,2.59701e+05,6.36953e+01,12.152181,7.19578e+04,1.60714e+02,13.208694,2.86174e+05,2.61227e+02,11.120346,2.088347,,,0,3958.74,1.7440,0.8580,,,308.29375833,41.3729,V2186 Cyg,e,,20 33 10.502,+41 22 22.44,13.91,9.537,9.113,8.897,B0V,11,Cygnus OB2,K,4.7,30110,-3.26,14.9,3.5,2MASS J20331050+4122224
0.015933,308.3251456485781,41.3601816863034,0.001,0.001,0,2067785208362826112,308.32512487042,0.0305,41.36016226415,0.0394,0.6075,0.0425,-3.622,0.068,-4.511,0.073,0,5.85852e+05,5.56139e+02,11.268895,1.66123e+05,3.72397e+02,12.300312,6.27681e+05,5.01555e+02,10.267573,2.032739,,,0,3919.50,1.3338,0.6842,22.78,110.298,308.32514583,41.36018611,J20331803+4121366,,,20 33 18.035,+41 21 36.67,12.698,8.744,8.315,8.113,O8V,11,Cygnus OB2,K,4.9,34877,-4.08,21.9,2.2,2MASS J20331803+4121366
0.013609,308.1155737529205,41.4811796669602,0.001,0.001,0,2067837263366481536,308.11556032395,0.0233,41.48116235820,0.0276,0.6164,0.0314,-2.337,0.051,-4.020,0.052,0,7.66167e+05,3.20816e+02,10.977557,3.14849e+05,6.08869e+02,11.606133,6.58407e+05,4.58575e+02,10.215684,1.390449,,,0,4462.80,0.4920,0.2223,17.04,103.808,308.115575,41.48118333,LS III +41 32,,,20 32 27.738,+41 28 52.26,11.986,9.191,8.895,8.766,B0Ib,11,Cygnus OB2,K,3.3,25094,-3.1,11.6,11.2,2MASS J20322774+4128522
0.028546,308.4129345985863,41.3238866339419,0.001,0.001,0,2067877910936163968,308.41291654876,0.0265,41.32386816549,0.0393,0.7923,0.0370,-3.148,0.060,-4.289,0.076,0,1.75377e+06,1.61970e+03,10.078437,4.47230e+05,1.40008e+03,11.225060,1.98519e+06,4.52728e+03,9.017415,2.207645,,,0,4129.32,,,25.48,170.026,308.412925,41.32388333,J20333910+4119258,g,,20 33 39.102,+41 19 25.98,12.858,7.23,6.745,6.482,B0Iab,11,Cygnus OB2,K,5.2,25094,-5.59,22.9,6.9,2MASS J20333910+4119258
0.023668,308.4980305039671,41.2931898276412,0.002,0.002,0,2067874028285659520,308.49802019078,0.0429,41.29316933272,0.0546,0.6927,0.0599,-1.800,0.098,-4.760,0.115,0,5.31960e+05,5.29170e+03,11.373668,1.41223e+05,4.21906e+03,12.476623,6.08664e+05,1.74461e+04,10.300976,2.175647,,,0,4024.81,1.6590,0.8005,17.45,72.028,308.49802917,41.29318333,J20335952+4117354,,,20 33 59.527,+41 17 35.46,13.18,8.534,8.14,7.889,O9.5V,11,Cygnus OB2,K,5.0,31884,-4.3,20.1,4.9,2MASS J20335952+4117354
0.011199,308.4492991464313,41.3448268649787,0.001,0.001,0,2067875127797303040,308.44928262079,0.0253,41.34480687107,0.0329,0.6530,0.0376,-2.882,0.056,-4.644,0.057,0,8.78995e+05,6.62005e+02,10.828400,2.20248e+05,4.64881e+02,11.994108,9.98441e+05,2.04785e+03,9.763614,2.230495,,,0,4076.24,1.2780,0.6837,22.82,129.550,308.44929583,41.344825,J20334783+4120415,,,20 33 47.831,+41 20 41.37,13.051,7.986,7.487,7.209,B1III,11,Cygnus OB2,K,5.2,21353,-4.77,14.1,12.3,2MASS J20334783+4120415
0.020118,308.5913842396558,41.2837942104542,0.002,0.002,90,2067862414694092544,308.59137253503,0.0463,41.28377471668,0.0492,0.6059,0.0592,-2.043,0.109,-4.528,0.099,0,5.28622e+05,4.31654e+02,11.380503,1.21023e+05,2.99107e+02,12.644218,6.28730e+05,4.03043e+02,10.265760,2.378458,,,0,3809.08,1.7110,0.8410,23.84,107.808,308.59139167,41.28379444,J20342193+4117016,h,,20 34 21.934,+41 17 01.66,13.66,8.388,7.878,7.602,O8III + O8III,14,Cygnus OB2,K,5.9,33961,-4.7,24.8,3.9,2MASS J20342193+4117016
0.004739,308.4202642412898,41.5052640699323,0.001,0.001,0,2067881548771533312,308.42025169696,0.0211,41.50524711979,0.0283,0.5474,0.0295,-2.182,0.045,-3.937,0.052,0,3.17281e+05,6.90824e+01,11.934755,8.94277e+04,1.75956e+02,12.972708,3.47680e+05,2.78544e+02,10.908969,2.063739,,,0,3958.56,1.0975,0.5630,18.00,71.646,308.4202625,41.50526389,J20334086+4130189,,,20 33 40.863,+41 30 18.95,13.68,9.263,8.866,8.614,O7V,11,Cygnus OB2,K,5.1,36872,-3.61,21.4,0.0,2MASS J20334086+4130189
0.048431,308.4421239360730,41.5502663098804,0.013,0.012,90,2067928660269306496,308.44213092236,0.3925,41.55026001627,0.4050,0.5903,0.4498,1.214,0.858,-1.462,0.771,0,4.46795e+06,4.23534e+03,9.063095,1.22282e+06,3.67616e+03,10.132986,4.86712e+06,1.48412e+04,8.043739,2.089247,94.47,19.60,2,4128.46,,,,,308.44213333,41.55027778,VI Cyg 10,,,20 33 46.112,+41 33 01.00,11.197,6.294,5.839,5.582,O9.5Ia,2,Cygnus OB2,K,5.4,30463,-6.64,49.4,3.2,2MASS J20334610+4133010
0.017578,308.3763231995123,41.5994111172868,0.002,0.001,90,2067929794140714752,308.37630407558,0.0416,41.59939737669,0.0471,0.8751,0.0536,-3.322,0.102,-3.191,0.093,0,5.18520e+05,3.06721e+02,11.401452,1.13563e+05,4.30862e+02,12.713296,6.30564e+05,7.90754e+02,10.262598,2.450698,,,0,3723.71,2.1242,1.0328,17.62,53.752,308.37631667,41.59941111,J20333030+4135578,,,20 33 30.316,+41 35 57.88,13.79,8.385,7.839,7.568,O8V,12,Cygnus OB2,K,6.0,34877,-4.75,26.0,3.5,2MASS J20333030+4135578
0.026617,308.6233275946573,41.5293100788917,0.001,0.001,90,2067883820810670336,308.62331400732,0.0277,41.52929232162,0.0310,0.6131,0.0356,-2.362,0.063,-4.124,0.059,0,9.06305e+05,4.42273e+02,10.795179,1.69016e+05,2.08423e+02,12.281571,1.14726e+06,1.04322e+03,9.612767,2.668804,,,0,3737.87,1.7777,0.8780,32.83,189.516,308.62332917,41.52930278,J20342959+4131455,,,20 34 29.599,+41 31 45.49,13.369,7.56,7.03,6.709,O7V,11,Cygnus OB2,K,6.2,36872,-5.65,41.3,2.8,2MASS J20342959+4131455
0.001936,308.5562956592750,41.5841272576121,0.001,0.001,0,2067887840900094848,308.55628141261,0.0245,41.58411023533,0.0289,0.5971,0.0328,-2.475,0.054,-3.954,0.057,0,6.67860e+05,5.05799e+02,11.126652,1.92406e+05,5.04716e+02,12.140840,7.13076e+05,7.54733e+02,10.129080,2.011760,,,0,4083.41,0.9705,0.4942,21.63,117.196,308.55629583,41.58412778,J20341350+4135027,,,20 34 13.511,+41 35 02.86,13.562,8.55,8.148,7.921,O7V,11,Cygnus OB2,K,4.9,36872,-4.29,25.4,1.8,2MASS J20341350+4135027
0.019598,308.5354782666359,41.6165020852467,0.001,0.001,0,2067888218857234304,308.53546489572,0.0198,41.61648541789,0.0238,0.5810,0.0268,-2.322,0.041,-3.871,0.045,0,3.79137e+06,1.81182e+03,9.241376,1.07663e+06,1.46736e+03,10.271225,4.01000e+06,7.05511e+03,8.254060,2.017165,,,0,3990.72,,,57.05,743.709,308.535475,41.61649722,VI Cyg 11,,,20 34 08.514,+41 36 59.39,11.221,6.65,6.226,5.99,O5I,11,Cygnus OB2,K,5.1,38612,-6.24,59.0,2.2,2MASS J20340850+4136592
0.012699,308.7449182119448,41.6048223745561,0.002,0.001,90,2067885779315742592,308.74490688365,0.0557,41.60480319860,0.0467,1.0579,0.0665,-1.967,0.112,-4.454,0.083,0,1.34240e+06,1.11684e+04,10.368659,2.78399e+05,7.45346e+03,11.739718,1.67976e+06,3.92146e+04,9.198800,2.540917,,,0,3699.00,1.9770,0.9295,23.97,96.874,308.74492083,41.60481944,J20345878+4136174,,,20 34 58.781,+41 36 17.35,12.865,7.193,6.655,6.356,B0 Ib(n) sb2?,9,Cygnus OB2,K,5.7,25094,-5.78,24.7,6.3,2MASS J20345878+4136174
0.007784,307.6597069983080,40.1816221425221,0.001,0.001,0,2067342448773511680,307.65970671595,0.0210,40.18160565468,0.0238,0.6079,0.0282,-0.050,0.044,-3.829,0.047,0,1.75249e+05,6.61329e+01,12.579228,3.61376e+04,1.15297e+02,13.956490,2.17538e+05,3.13053e+02,11.418083,2.538406,,,0,3802.12,2.2260,1.1447,13.76,35.666,307.65970417,40.18162222,J20303833+4010538,,,20 30 38.329,+40 10 53.84,15.35,9.602,9.038,8.756,B1V,,Cygnus OB2,N,5.7,25953,-3.43,12.5,11.2,2MASS J20303832+4010537
0.040995,307.3946877241857,40.3439073986667,0.002,0.002,0,2067353851907821568,307.39467442554,0.0605,40.34389199424,0.0804,0.3634,0.0845,-2.354,0.136,-3.578,0.159,0,2.70060e+05,1.02423e+03,12.109714,7.19006e+04,8.24910e+02,13.209557,3.21544e+05,3.75849e+03,10.993820,2.215736,,,0,3746.67,1.5642,0.7740,,,307.3947,40.34391389,J20293473+4020381,,,20 29 34.728,+40 20 38.09,14.02,9.324,8.835,8.57,B1V,,Cygnus OB2,N,5.2,25953,-3.55,12.8,11.2,2MASS J20293472+4020381
0.015471,306.9159264655246,40.6773189898251,0.001,0.001,90,2067610042417228416,306.91590963454,0.0268,40.67729676867,0.0293,0.5242,0.0330,-2.965,0.055,-5.161,0.049,0,8.61942e+05,5.08674e+02,10.849670,3.48628e+05,5.56839e+02,11.495482,7.48165e+05,8.65266e+02,10.076926,1.418555,,,0,4642.10,0.2950,0.1710,18.99,150.919,306.91592083,40.67731944,J20273982+4040384,,,20 27 39.821,+40 40 38.35,11.97,8.963,8.691,8.578,B1V,,Cygnus OB2,N,3.0,25953,-3.3,12.5,10.0,2MASS J20273982+4040385
0.016105,307.0641283701497,40.7346052064593,0.001,0.001,90,2067424053152797568,307.06411634200,0.0254,40.73458751537,0.0280,0.4919,0.0343,-2.117,0.057,-4.109,0.048,0,1.07647e+06,5.01530e+02,10.608356,3.38328e+05,5.97168e+02,11.528042,1.09326e+06,1.53071e+03,9.665113,1.862928,,,0,3933.67,,,37.68,306.194,307.06413333,40.73460278,J20281539+4044046,,,20 28 15.392,+40 44 04.57,12.145,8.219,7.846,7.632,B1III,,Cygnus OB2,N,4.1,21353,-4.22,12.1,15.5,2MASS J20281539+4044046
0.006939,307.7694137551947,40.5158122152554,0.002,0.002,0,2067734012352626816,307.76939579741,0.0440,40.51579235943,0.0535,0.6530,0.0568,-3.171,0.097,-4.612,0.114,0,4.89935e+06,9.39015e+03,8.963018,7.22109e+05,3.10527e+03,10.704882,6.68414e+06,3.28664e+04,7.699306,3.005576,,,0,3695.35,,,74.41,930.290,307.7694125,40.51581389,BD+40 4210,,,20 31 04.659,+40 30 56.93,12.201,5.469,4.833,4.466,B1III:e,,Cygnus OB2,N,6.5,21353,-7.66,54.1,3.5,2MASS J20310464+4030568
0.023045,307.7791851405195,40.5982538102859,0.001,0.001,0,2067734901406331776,307.77916703919,0.0201,40.59823474538,0.0230,0.5352,0.0270,-3.192,0.041,-4.428,0.044,0,2.08801e+05,5.13430e+01,12.389033,4.98725e+04,1.19267e+02,13.606735,2.45106e+05,1.77469e+02,11.288535,2.318200,,,0,3644.90,1.8030,0.8880,19.62,61.180,307.77917917,40.59825833,J20310700+4035537,,,20 31 07.003,+40 35 53.73,14.41,9.609,9.182,8.928,B1III,,Cygnus OB2,N,4.7,21353,-2.98,9.5,20.0,2MASS J20310700+4035537
0.099596,307.3520548076522,40.8832813994464,0.001,0.001,0,2067429168454304896,307.35204202380,0.0197,40.88326540364,0.0263,0.5849,0.0268,-2.245,0.042,-3.715,0.048,0,3.37859e+05,8.55792e+01,11.866526,7.93703e+04,5.07218e+02,13.102243,4.06210e+05,4.93087e+02,10.740045,2.362199,,,0,3702.71,1.9760,0.9880,21.68,79.565,307.35202083,40.88329167,J20292449+4052599,,,20 29 24.485,+40 52 59.85,13.86,8.873,8.333,8.05,B0.2IV,,Cygnus OB2,N,5.7,27274,-4.14,15.6,8.7,2MASS J20292449+4052597
0.020120,307.6373610056706,40.7340006810539,0.001,0.001,0,2067786475373617280,307.63733976720,0.0322,40.73398454076,0.0409,0.7254,0.0433,-3.738,0.073,-3.749,0.079,0,4.81492e+05,5.11016e+02,11.481893,1.53562e+05,3.40483e+02,12.385678,4.86910e+05,8.89183e+02,10.543300,1.842379,,,0,3899.27,0.9607,0.4730,17.59,64.455,307.63735417,40.73400278,J20303297+4044024,,,20 30 32.965,+40 44 02.41,13.19,9.19,8.808,8.634,B1V,,Cygnus OB2,N,4.0,25953,-3.36,12.7,10.0,2MASS J20303296+4044024
0.018060,307.1155188406827,41.0671681907035,0.001,0.001,90,2067625195062093312,307.11550392825,0.0206,41.06714807106,0.0242,0.5473,0.0270,-2.611,0.046,-4.673,0.043,0,2.62923e+05,3.86972e+02,12.138793,6.27648e+04,2.95391e+02,13.357098,3.09061e+05,1.68139e+03,11.036811,2.320287,,,0,3804.89,1.7728,0.8702,18.68,65.891,307.1155125,41.06716667,J20282772+4104018,,,20 28 27.723,+41 04 01.80,14.22,9.364,8.867,8.636,B0.5V,,Cygnus OB2,N,5.2,28032,-3.53,14.2,7.9,2MASS J20282772+4104018
0.018994,308.4934073215719,40.3280963673959,0.002,0.002,0,2064705991687575424,308.49339403643,0.0679,40.32807490479,0.0790,0.6582,0.0923,-2.352,0.149,-4.985,0.152,0,3.75395e+05,1.85199e+02,11.752144,4.29774e+04,2.25993e+02,13.768289,5.47678e+05,1.49191e+03,10.415607,3.352681,,,0,3810.18,2.4823,1.3210,18.48,64.827,308.49340417,40.32809167,J20335842+4019411,,,20 33 58.417,+40 19 41.13,15.48,7.96,7.274,6.928,O9:,,Cygnus OB2,N,7.3,32882,-5.53,32.0,3.9,2MASS J20335842+4019411
0.016173,307.9535352755516,40.6333514630539,0.001,0.001,0,2067735760399789568,307.95351839389,0.0185,40.63332802311,0.0239,0.5962,0.0253,-2.976,0.040,-5.444,0.052,0,2.39832e+05,4.70836e+02,12.238598,6.08610e+04,3.78772e+02,13.390540,2.75966e+05,2.04906e+03,11.159780,2.230761,,,0,3550.25,1.7730,0.8820,20.60,60.724,307.95353333,40.63334722,J20314885+4038001,,,20 31 48.848,+40 38 00.05,14.18,9.551,9.11,8.895,B1II,,Cygnus OB2,N,4.4,20666,-2.97,9.1,21.9,2MASS J20314884+4038001
0.051382,307.1266119255880,41.0914130211509,0.001,0.001,90,2067625637438421248,307.12659215521,0.0301,41.09139528780,0.0330,0.5401,0.0375,-3.461,0.064,-4.119,0.061,0,1.42796e+06,1.77145e+03,10.301576,2.65346e+05,7.80231e+02,11.791855,1.79565e+06,3.82332e+03,9.126366,2.665489,,,0,3512.72,,,57.49,453.436,307.12660417,41.0914,J20283039+4105290,,,20 28 30.385,+41 05 29.04,13.365,7.094,6.472,6.125,OC9.7Ia,,Cygnus OB2,N,6.7,28315,-6.2,34.2,4.5,2MASS J20283038+4105290
0.037313,306.8511746033929,41.2627174196548,0.001,0.001,0,2067642233192106624,306.85115764913,0.0214,41.26270162851,0.0262,0.3487,0.0275,-2.960,0.044,-3.668,0.049,0,5.00507e+05,2.25547e+02,11.439839,1.79448e+05,3.25306e+02,12.216542,4.73861e+05,2.87246e+02,10.572792,1.643750,,,0,4289.76,0.5070,0.2555,27.42,229.389,306.851175,41.26272778,J20272428+4115458,,,20 27 24.282,+41 15 45.82,12.624,9.365,9.027,8.83,O9.5V,,Cygnus OB2,N,4.4,31884,-3.29,16.3,1.1,2MASS J20272428+4115457
0.031531,307.5766407563897,40.8962665791443,0.001,0.001,0,2067793351620401024,307.57662367181,0.0247,40.89624883940,0.0295,0.5588,0.0310,-2.999,0.054,-4.120,0.060,1,2.41028e+05,7.74234e+01,12.233197,4.29772e+04,1.30972e+02,13.768294,3.16828e+05,3.39366e+02,11.009862,2.758432,,,0,4120.53,2.4730,1.2510,13.48,47.216,307.57662917,40.89626667,J20301839+4053466,,,20 30 18.391,+40 53 46.56,15.15,8.921,8.27,7.963,O9V,,Cygnus OB2,N,6.9,32882,-4.45,21.9,4.5,2MASS J20301838+4053466
0.004507,307.1940244877955,41.1185734109997,0.001,0.001,90,2067998101300361984,307.19400520148,0.0208,41.11855099368,0.0216,0.6135,0.0263,-3.375,0.043,-5.207,0.039,1,1.47868e+05,6.19072e+01,12.763683,3.09879e+04,7.96051e+01,14.123408,1.83847e+05,2.33038e+02,11.600779,2.522630,,,0,3666.49,2.2823,1.1287,14.12,32.471,307.194025,41.11857222,J20284657+4107069,,,20 28 46.566,+41 07 06.86,15.29,9.7,9.136,8.834,B2II,,Cygnus OB2,N,5.4,17804,-3.0,8.1,31.6,2MASS J20284656+4107068
0.008936,308.0653315273439,40.7713871653248,0.001,0.001,0,2067743976676134784,308.06531722803,0.0216,40.77136820116,0.0243,0.7211,0.0265,-2.515,0.045,-4.405,0.045,0,1.69944e+05,3.96115e+01,12.612602,3.57269e+04,1.06663e+02,13.968899,2.09152e+05,2.62734e+02,11.460763,2.508136,,,0,3418.67,2.3197,1.1690,16.29,32.656,308.06532917,40.77138889,J20321568+4046170,,,20 32 15.679,+40 46 17.00,15.11,9.609,9.117,8.826,B0.2IV,,Cygnus OB2,N,5.5,27274,-3.34,13.4,7.9,2MASS J20321568+4046170
