angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,TYPED_ID,ANG_DIST,MAIN_ID,OTYPE_S,RA_d,DEC_d,COO_ERR_MAJA_d,COO_ERR_MINA_d,COO_ERR_ANGLE_d,PMRA,PMDEC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PLX_VALUE,RV_VALUE,Z_VALUE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,SP_TYPE,MORPH_TYPE,NB_REF,FILTER_NAME_U,FLUX_U,FLUX_ERROR_U,FLUX_SYSTEM_U,FLUX_BIBCODE_U,FLUX_VAR_U,FLUX_MULT_U,FLUX_QUAL_U,FLUX_UNIT_U,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_I,FLUX_I,FLUX_ERROR_I,FLUX_SYSTEM_I,FLUX_BIBCODE_I,FLUX_VAR_I,FLUX_MULT_I,FLUX_QUAL_I,FLUX_UNIT_I,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,FILTER_NAME_u,FLUX_u,FLUX_ERROR_u,FLUX_SYSTEM_u,FLUX_BIBCODE_u,FLUX_VAR_u,FLUX_MULT_u,FLUX_QUAL_u,FLUX_UNIT_u,FILTER_NAME_g,FLUX_g,FLUX_ERROR_g,FLUX_SYSTEM_g,FLUX_BIBCODE_g,FLUX_VAR_g,FLUX_MULT_g,FLUX_QUAL_g,FLUX_UNIT_g,FILTER_NAME_r,FLUX_r,FLUX_ERROR_r,FLUX_SYSTEM_r,FLUX_BIBCODE_r,FLUX_VAR_r,FLUX_MULT_r,FLUX_QUAL_r,FLUX_UNIT_r,FILTER_NAME_i,FLUX_i,FLUX_ERROR_i,FLUX_SYSTEM_i,FLUX_BIBCODE_i,FLUX_VAR_i,FLUX_MULT_i,FLUX_QUAL_i,FLUX_UNIT_i,FILTER_NAME_z,FLUX_z,FLUX_ERROR_z,FLUX_SYSTEM_z,FLUX_BIBCODE_z,FLUX_VAR_z,FLUX_MULT_z,FLUX_QUAL_z,FLUX_UNIT_z,Diameter:diameter,Diameter:Q,Diameter:unit,Diameter:error,Diameter:filter,Diameter:method,Diameter:bibcode,Distance:distance,Distance:Q,Distance:unit,Distance:merr,Distance:perr,Distance:method,Distance:bibcode,Fe_H:Teff,Fe_H:log_g,Fe_H:Fe_H,Fe_H:flag,Fe_H:CompStar,Fe_H:CatNo,Fe_H:bibcode,Herschel:ObsId,Herschel:alpha,Herschel:delta,PLX:plx,PLX:me,PLX:R,PLX:bibcode,PM:pmra,PM:me_pmra,PM:pmde,PM:me_pmde,PM:system,PM:bibcode,ROT:upVsini,ROT:Vsini,ROT:err,ROT:mes,ROT:qual,ROT:bibcode,V*:vartyp,V*:LoVmax,V*:Vmax,V*:R_Vmax,V*:magtyp,V*:UpVmin,V*:Vmin,V*:R_Vmin,V*:UpPeriod,V*:period,V*:R_period,V*:epoch,V*:R_epoch,V*:D_rt,V*:R_D_rt,V*:bibcode,velocities:type,velocities:Value,velocities:R,velocities:me,velocities:Acc,velocities:Nmes,velocities:nat,velocities:Q,velocities:dom,velocities:res,velocities:d,velocities:Date,velocities:Rem,velocities:Origin,velocities:bibcode,ISO:TDT,ISO:alpha,ISO:delta,IUE:Homogenized_Name,IUE:ComplID,IUE:PROG,IUE:CL,IUE:D,IUE:CAM,IUE:IMAGE,IUE:A,IUE:FES,IUE:MD,IUE:ObsDate,IUE:Time,IUE:ExpTim,IUE:m,IUE:CEB,IUE:S,IUE:Comments,IUE:F,IUE:bibcode,XMM:Obsno,OID4
0.000000,308.2937668473115,41.3729020424201,0.009,0.007,0,2067785375864885888,308.29374640735,0.2209,41.37287656690,0.2983,0.9426,0.2932,-3.563,0.479,-5.917,0.560,0,2.59701e+05,6.36953e+01,12.152181,7.19578e+04,1.60714e+02,13.208694,2.86174e+05,2.61227e+02,11.120346,2.088347,,,0,3958.74,1.7440,0.8580,,,,203.15,V* V2186 Cyg,EB*Algol,308.2937668473115,41.3729020424201,0.2209,0.2983,90,-3.563,-5.917,0.479,0.56,90,0.9426,-15.9,-5.3E-5,,,,B0V,,34,U,14.97,,Vega,2007AJ....133.1092W,,,D,U,B,14.54,,Vega,2007AJ....133.1092W,,,D,B,V,12.958,,Vega,2017A&A...598A.108L,,,C,V,,,,,,,,,,,,,,,,,,,J,9.537,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.113,0.018,Vega,2003yCat.2246....0C,,,C,H,K,8.897,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,,kpc,,,ST-L,2007ApJ...664.1102K,,,,,,,,,,,0.9426,0.2932,,2018yCat.1345....0G,-3.563,0.479,-5.917,0.56,ICRS,2018yCat.1345....0G,,130.0,,,D,2007AJ....133.1092W,E,,12.877,,V,,13.039,,,2.9787,,,,,,2017A&A...598A.108L,v,-15.9,,,B,8,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54333
0.000000,308.2937668473115,41.3729020424201,0.009,0.007,0,2067785375864885888,308.29374640735,0.2209,41.37287656690,0.2983,0.9426,0.2932,-3.563,0.479,-5.917,0.560,0,2.59701e+05,6.36953e+01,12.152181,7.19578e+04,1.60714e+02,13.208694,2.86174e+05,2.61227e+02,11.120346,2.088347,,,0,3958.74,1.7440,0.8580,,,,203.15,V* V2186 Cyg,EB*Algol,308.2937668473115,41.3729020424201,0.2209,0.2983,90,-3.563,-5.917,0.479,0.56,90,0.9426,-15.9,-5.3E-5,,,,B0V,,34,U,14.97,,Vega,2007AJ....133.1092W,,,D,U,B,14.54,,Vega,2007AJ....133.1092W,,,D,B,V,12.958,,Vega,2017A&A...598A.108L,,,C,V,,,,,,,,,,,,,,,,,,,J,9.537,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.113,0.018,Vega,2003yCat.2246....0C,,,C,H,K,8.897,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,,kpc,,,ST-L,2007ApJ...664.1102K,,,,,,,,,,,0.9426,0.2932,,2018yCat.1345....0G,-3.563,0.479,-5.917,0.56,ICRS,2018yCat.1345....0G,,130.0,,,D,2007AJ....133.1092W,E,,12.877,,V,,13.039,,,2.9787,,,,,,2017A&A...598A.108L,v,-15.9,,,B,8,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54333
0.000000,307.8901698235536,41.6012961398474,0.006,0.005,90,2067852416011174016,307.89016867004,0.1568,41.60126747264,0.1881,0.6626,0.2091,-0.200,0.361,-6.658,0.341,1,4.83742e+04,5.65488e+01,13.976831,1.64094e+04,3.71516e+01,14.813656,5.00664e+04,3.69968e+01,13.013054,1.800602,,,0,3980.54,,,,,,1507.48,RLP  181,*inAssoc,307.8901698235536,41.6012961398474,0.1568,0.1881,90,-0.2,-6.658,0.361,0.341,90,0.6626,-6.2,-2.1E-5,,,,B3V,,7,,,,,,,,,,B,15.89,,Vega,,,,E,B,V,14.6,,Vega,,,,E,V,,,,,,,,,,,,,,,,,,,J,11.624,0.025,Vega,2003yCat.2246....0C,,,C,J,H,11.194,0.018,Vega,2003yCat.2246....0C,,,C,H,K,11.002,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,kpc,,,ST-L,2007ApJ...664.1102K,,,,,,,,,,,0.6626,0.2091,,2018yCat.1345....0G,-0.2,0.361,-6.658,0.341,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,-6.2,,,B,6,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54334
0.000000,307.9848714833740,41.5513872465910,0.000,0.000,90,2067848911317810176,307.98485787372,0.0148,41.55137005492,0.0159,0.5740,0.0192,-2.366,0.031,-3.993,0.027,0,8.77664e+04,2.13245e+01,13.330045,3.11342e+04,5.64536e+01,14.118292,8.47623e+04,7.35338e+01,12.441413,1.676879,,,0,4384.08,,,6.53,14.192,,1198.92,GSC 03161-01016,*inAssoc,307.984871483374,41.551387246591,0.0148,0.0159,90,-2.366,-3.993,0.031,0.027,90,0.574,-24.5,-8.2E-5,,,,B1.5V,,10,U,15.38,,Vega,2007AJ....133.1092W,,,D,U,B,15.11,,Vega,2007AJ....133.1092W,,,D,B,V,13.9,,Vega,2007AJ....133.1092W,,,D,V,,,,,,,,,,,,,,,,,,,J,11.122,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.793,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.612,0.017,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.1603,,pc,-58.2744,58.2744,paral,2018yCat.1345....0G,,,,,,,,,,,0.574,0.0192,,2018yCat.1345....0G,-2.366,0.031,-3.993,0.027,ICRS,2018yCat.1345....0G,,103.0,,,D,2007AJ....133.1092W,,,,,,,,,,,,,,,,,v,-24.5,,,B,3,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54336
0.000000,307.9848714833740,41.5513872465910,0.000,0.000,90,2067848911317810176,307.98485787372,0.0148,41.55137005492,0.0159,0.5740,0.0192,-2.366,0.031,-3.993,0.027,0,8.77664e+04,2.13245e+01,13.330045,3.11342e+04,5.64536e+01,14.118292,8.47623e+04,7.35338e+01,12.441413,1.676879,,,0,4384.08,,,6.53,14.192,,1198.92,GSC 03161-01016,*inAssoc,307.984871483374,41.551387246591,0.0148,0.0159,90,-2.366,-3.993,0.031,0.027,90,0.574,-24.5,-8.2E-5,,,,B1.5V,,10,U,15.38,,Vega,2007AJ....133.1092W,,,D,U,B,15.11,,Vega,2007AJ....133.1092W,,,D,B,V,13.9,,Vega,2007AJ....133.1092W,,,D,V,,,,,,,,,,,,,,,,,,,J,11.122,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.793,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.612,0.017,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.1603,,pc,-58.2744,58.2744,paral,2018yCat.1345....0G,,,,,,,,,,,0.574,0.0192,,2018yCat.1345....0G,-2.366,0.031,-3.993,0.027,ICRS,2018yCat.1345....0G,,103.0,,,D,2007AJ....133.1092W,,,,,,,,,,,,,,,,,v,-24.5,,,B,3,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54336
0.000000,308.2465723753237,41.4070806104873,0.001,0.001,90,2067832624801783040,308.24655649280,0.0302,41.40706147012,0.0346,0.5862,0.0364,-2.767,0.065,-4.446,0.063,0,6.03347e+05,3.74403e+02,11.236948,1.94553e+05,3.60844e+02,12.128792,6.07153e+05,5.84395e+02,10.303675,1.825117,,,0,3904.75,1.1440,0.5473,24.25,123.202,,356.07,GSC 03161-01218,*inAssoc,308.2465723753237,41.4070806104873,0.0302,0.0346,90,-2.767,-4.446,0.065,0.063,90,0.5862,-14.0,-4.7E-5,,,,O8V,,25,U,13.47,,Vega,2003AJ....125.2531R,,,D,U,B,13.26,,Vega,2003AJ....125.2531R,,,D,B,V,11.91,,Vega,2003AJ....125.2531R,,,D,V,,,,,,,,,,,,,,,,,,,J,8.886,0.027,Vega,2003yCat.2246....0C,,,C,J,H,8.524,0.023,Vega,2003yCat.2246....0C,,,C,H,K,8.314,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.9024,,pc,-105.9278,105.9278,paral,2018yCat.1345....0G,,,,,,,,,,,0.5862,0.0364,,2018yCat.1345....0G,-2.767,0.065,-4.446,0.063,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,-14.0,,,B,11,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54337
0.000000,308.2465723753237,41.4070806104873,0.001,0.001,90,2067832624801783040,308.24655649280,0.0302,41.40706147012,0.0346,0.5862,0.0364,-2.767,0.065,-4.446,0.063,0,6.03347e+05,3.74403e+02,11.236948,1.94553e+05,3.60844e+02,12.128792,6.07153e+05,5.84395e+02,10.303675,1.825117,,,0,3904.75,1.1440,0.5473,24.25,123.202,,356.07,GSC 03161-01218,*inAssoc,308.2465723753237,41.4070806104873,0.0302,0.0346,90,-2.767,-4.446,0.065,0.063,90,0.5862,-14.0,-4.7E-5,,,,O8V,,25,U,13.47,,Vega,2003AJ....125.2531R,,,D,U,B,13.26,,Vega,2003AJ....125.2531R,,,D,B,V,11.91,,Vega,2003AJ....125.2531R,,,D,V,,,,,,,,,,,,,,,,,,,J,8.886,0.027,Vega,2003yCat.2246....0C,,,C,J,H,8.524,0.023,Vega,2003yCat.2246....0C,,,C,H,K,8.314,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.9024,,pc,-105.9278,105.9278,paral,2018yCat.1345....0G,,,,,,,,,,,0.5862,0.0364,,2018yCat.1345....0G,-2.767,0.065,-4.446,0.063,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,-14.0,,,B,11,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54337
0.000000,307.8772734498131,41.6210836451371,0.001,0.001,90,2067853171925419392,307.87725824574,0.0168,41.62106732336,0.0204,0.5904,0.0228,-2.640,0.037,-3.791,0.036,0,4.63855e+04,1.46375e+01,14.022411,1.62388e+04,2.47226e+01,14.825001,4.52469e+04,3.82288e+01,13.122949,1.702052,,,0,4152.60,1.4390,0.7817,5.46,7.986,,1581.56,RLP  179,*inAssoc,307.8772734498131,41.6210836451371,0.0168,0.0204,90,-2.64,-3.791,0.037,0.036,90,0.5904,-4.4,-1.5E-5,,,,B2V,,7,,,,,,,,,,B,15.78,,Vega,,,,E,B,V,14.56,,Vega,,,,E,V,,,,,,,,,,,,,,,,,,,J,11.81,0.024,Vega,2003yCat.2246....0C,,,C,J,H,11.418,0.018,Vega,2003yCat.2246....0C,,,C,H,K,11.237,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.7669,,pc,-65.4097,65.4097,paral,2018yCat.1345....0G,,,,,,,,,,,0.5904,0.0228,,2018yCat.1345....0G,-2.64,0.037,-3.791,0.036,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,-4.4,,,B,7,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54340
0.000000,308.1086566720013,41.4942592045665,0.001,0.001,90,2067837263366486144,308.10864029252,0.0270,41.49424299285,0.0297,0.5243,0.0403,-2.849,0.058,-3.765,0.054,0,2.12845e+05,1.70967e+02,12.368209,8.39470e+04,2.96551e+02,13.041374,1.91586e+05,5.65836e+02,11.556012,1.485362,,,0,4455.00,0.7797,0.3000,10.62,39.991,,822.0,GSC 03161-01003,*inAssoc,308.1086566720013,41.4942592045665,0.027,0.0297,90,-2.849,-3.765,0.058,0.054,90,0.5243,-8.8,-2.9E-5,,,,B1V,,13,U,14.1,,Vega,2007AJ....133.1092W,,,D,U,B,13.94,,Vega,2007AJ....133.1092W,,,D,B,V,12.88,,Vega,2007AJ....133.1092W,,,D,V,,,,,,,,,,,,,,,,,,,J,10.427,0.022,Vega,2003yCat.2246....0C,,,C,J,H,10.15,0.018,Vega,2003yCat.2246....0C,,,C,H,K,9.993,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.305,,pc,-146.6038,146.6038,paral,2018yCat.1345....0G,,,,,,,,,,,0.5243,0.0403,,2018yCat.1345....0G,-2.849,0.058,-3.765,0.054,ICRS,2018yCat.1345....0G,,62.0,,,D,2007AJ....133.1092W,,,,,,,,,,,,,,,,,v,-8.8,,,B,5,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54341
0.000000,308.1086566720013,41.4942592045665,0.001,0.001,90,2067837263366486144,308.10864029252,0.0270,41.49424299285,0.0297,0.5243,0.0403,-2.849,0.058,-3.765,0.054,0,2.12845e+05,1.70967e+02,12.368209,8.39470e+04,2.96551e+02,13.041374,1.91586e+05,5.65836e+02,11.556012,1.485362,,,0,4455.00,0.7797,0.3000,10.62,39.991,,822.0,GSC 03161-01003,*inAssoc,308.1086566720013,41.4942592045665,0.027,0.0297,90,-2.849,-3.765,0.058,0.054,90,0.5243,-8.8,-2.9E-5,,,,B1V,,13,U,14.1,,Vega,2007AJ....133.1092W,,,D,U,B,13.94,,Vega,2007AJ....133.1092W,,,D,B,V,12.88,,Vega,2007AJ....133.1092W,,,D,V,,,,,,,,,,,,,,,,,,,J,10.427,0.022,Vega,2003yCat.2246....0C,,,C,J,H,10.15,0.018,Vega,2003yCat.2246....0C,,,C,H,K,9.993,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.305,,pc,-146.6038,146.6038,paral,2018yCat.1345....0G,,,,,,,,,,,0.5243,0.0403,,2018yCat.1345....0G,-2.849,0.058,-3.765,0.054,ICRS,2018yCat.1345....0G,,62.0,,,D,2007AJ....133.1092W,,,,,,,,,,,,,,,,,v,-8.8,,,B,5,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54341
0.000000,308.3435384632440,41.3713704058613,0.001,0.001,0,2067785242722566784,308.34352175259,0.0169,41.37135120831,0.0225,0.5816,0.0240,-2.913,0.036,-4.459,0.043,0,7.57569e+04,1.83157e+01,13.489811,2.26778e+04,8.20206e+01,14.462384,8.10198e+04,5.79016e+01,12.490441,1.971943,,,0,3871.64,1.7290,0.8292,8.91,16.070,,229.41,RLP  727,*inAssoc,308.343538463244,41.3713704058613,0.0169,0.0225,90,-2.913,-4.459,0.036,0.043,90,0.5816,-11.6,-3.9E-5,,,,B2V,,15,U,16.1,,Vega,2003AJ....125.2531R,,,D,U,B,15.68,,Vega,2003AJ....125.2531R,,,D,B,V,14.26,,Vega,2003AJ....125.2531R,,,D,V,,,,,,,,,,,,,,,,,,,J,10.948,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.551,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.315,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.3948,,pc,-70.9516,70.9516,paral,2018yCat.1345....0G,,,,,,,,,,,0.5816,0.024,,2018yCat.1345....0G,-2.913,0.036,-4.459,0.043,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,-11.6,,,B,5,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54342
0.000000,308.3435384632440,41.3713704058613,0.001,0.001,0,2067785242722566784,308.34352175259,0.0169,41.37135120831,0.0225,0.5816,0.0240,-2.913,0.036,-4.459,0.043,0,7.57569e+04,1.83157e+01,13.489811,2.26778e+04,8.20206e+01,14.462384,8.10198e+04,5.79016e+01,12.490441,1.971943,,,0,3871.64,1.7290,0.8292,8.91,16.070,,229.41,RLP  727,*inAssoc,308.343538463244,41.3713704058613,0.0169,0.0225,90,-2.913,-4.459,0.036,0.043,90,0.5816,-11.6,-3.9E-5,,,,B2V,,15,U,16.1,,Vega,2003AJ....125.2531R,,,D,U,B,15.68,,Vega,2003AJ....125.2531R,,,D,B,V,14.26,,Vega,2003AJ....125.2531R,,,D,V,,,,,,,,,,,,,,,,,,,J,10.948,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.551,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.315,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.3948,,pc,-70.9516,70.9516,paral,2018yCat.1345....0G,,,,,,,,,,,0.5816,0.024,,2018yCat.1345....0G,-2.913,0.036,-4.459,0.043,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,-11.6,,,B,5,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54342
0.000000,308.3530833092997,41.3679088166516,0.001,0.000,0,2067785174003089664,308.35306791871,0.0147,41.36789050672,0.0218,0.4765,0.0213,-2.683,0.032,-4.253,0.039,0,8.37302e+04,3.48067e+01,13.381160,2.57889e+04,6.15241e+01,14.322804,8.81259e+04,1.29507e+02,12.399161,1.923643,,,0,3827.67,1.3097,0.6323,11.87,27.265,,233.7,V* V2190 Cyg,PulsV*,308.3530833092997,41.3679088166516,0.0147,0.0218,90,-2.683,-4.253,0.032,0.039,90,0.4765,0.6,2.0E-6,,,,B2Ve:,,14,,,,,,,,,,,,,,,,,,,V,14.06,,Vega,2007ApJ...664.1102K,,,D,V,,,,,,,,,,,,,,,,,,,J,10.916,0.022,Vega,2003yCat.2246....0C,,,C,J,H,10.506,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.288,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098.6359,,pc,-93.811,93.811,paral,2018yCat.1345....0G,,,,,,,,,,,0.4765,0.0213,,2018yCat.1345....0G,-2.683,0.032,-4.253,0.039,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,0.6,,,B,7,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54343
0.000000,308.3530833092997,41.3679088166516,0.001,0.000,0,2067785174003089664,308.35306791871,0.0147,41.36789050672,0.0218,0.4765,0.0213,-2.683,0.032,-4.253,0.039,0,8.37302e+04,3.48067e+01,13.381160,2.57889e+04,6.15241e+01,14.322804,8.81259e+04,1.29507e+02,12.399161,1.923643,,,0,3827.67,1.3097,0.6323,11.87,27.265,,233.7,V* V2190 Cyg,PulsV*,308.3530833092997,41.3679088166516,0.0147,0.0218,90,-2.683,-4.253,0.032,0.039,90,0.4765,0.6,2.0E-6,,,,B2Ve:,,14,,,,,,,,,,,,,,,,,,,V,14.06,,Vega,2007ApJ...664.1102K,,,D,V,,,,,,,,,,,,,,,,,,,J,10.916,0.022,Vega,2003yCat.2246....0C,,,C,J,H,10.506,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.288,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098.6359,,pc,-93.811,93.811,paral,2018yCat.1345....0G,,,,,,,,,,,0.4765,0.0213,,2018yCat.1345....0G,-2.683,0.032,-4.253,0.039,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,0.6,,,B,7,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54343
0.000000,308.1597655341171,41.4824216934825,0.001,0.001,90,2067836576171717120,308.15975371640,0.0173,41.48240518919,0.0201,0.5765,0.0240,-2.056,0.038,-3.833,0.037,0,5.73027e+04,1.70719e+01,13.792928,1.99515e+04,4.82049e+01,14.601450,5.61988e+04,6.66258e+01,12.887602,1.713848,,,0,4096.13,,,6.50,10.703,,706.74,RLP  495,*inAssoc,308.1597655341171,41.4824216934825,0.0173,0.0201,90,-2.056,-3.833,0.038,0.037,90,0.5765,-23.8,-7.9E-5,,,,B3V,,11,,,,,,,,,,B,15.68,,Vega,,,,E,B,V,14.43,,Vega,,,,E,V,,,,,,,,,,,,,,,,,,,J,11.542,0.021,Vega,2003yCat.2246....0C,,,C,J,H,11.105,0.019,Vega,2003yCat.2246....0C,,,C,H,K,10.916,0.017,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.6054,,pc,-72.2125,72.2125,paral,2018yCat.1345....0G,,,,,,,,,,,0.5765,0.024,,2018yCat.1345....0G,-2.056,0.038,-3.833,0.037,ICRS,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,v,-23.8,,,B,7,,,,,,,,,2007ApJ...664.1102K,,,,,,,,,,,,,,,,,,,,,,,,@54345
