angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,SpType,Schulte,[MT91],ONames,AV,logL,logT,l_M1,M1,Age1,Umag,Bmag,Vmag,Jmag,Hmag,Kmag,SimbadName
0.358052,308.3154512680186,41.3381030526290,0.001,0.001,0,2067785070923661440,308.31543614940,0.0195,41.33808519371,0.0311,0.5931,0.0264,-2.636,0.043,-4.148,0.056,0,3.62946e+05,6.05217e+01,11.788759,1.09875e+05,2.06130e+02,12.749146,3.80283e+05,6.32180e+02,10.811652,1.937493,,,0,3835.50,1.0980,0.5307,19.73,75.876,308.3155833,41.3381111,20 33 15.74,+41 20 17.2,O9.5V,23,470,,5.13,4.42,4.5,,16.8,1.35,14.21,13.96,12.5,9.333,8.935,8.725,Schulte 23
0.781949,308.4980305039671,41.2931898276412,0.002,0.002,0,2067874028285659520,308.49802019078,0.0429,41.29316933272,0.0546,0.6927,0.0599,-1.800,0.098,-4.760,0.115,0,5.31960e+05,5.29170e+03,11.373668,1.41223e+05,4.21906e+03,12.476623,6.08664e+05,1.74461e+04,10.300976,2.175647,,,0,4024.81,1.6590,0.8005,17.45,72.028,308.4982083,41.2933611,20 33 59.57,+41 17 36.1,O9.5V+B0V,27,696,,5.81,4.48,4.5,,17.2,2.58,14.44,13.97,12.32,8.534,8.14,7.889,Schulte 27
0.585697,307.7405154021180,41.1659780347623,0.025,0.022,0,2067814306761678336,307.74050978367,0.6694,41.16595828905,0.8039,4.8148,0.8134,-0.982,1.434,-4.586,1.614,1,2.43242e+05,1.42288e+02,12.223269,5.20363e+04,1.16096e+02,13.560621,3.05218e+05,3.38322e+02,11.050394,2.510227,,,0,3681.00,2.7410,1.3705,2.28,0.858,307.7404167,41.1658333,20 30 57.70,+41 09 57.0,O9.5V,,,A26,6.69,4.69,4.5,,18.7,5.31,16.0,15.33,,9.16,8.52,8.187,[CPR2002] A26
0.056652,308.5668583837779,41.0387682834388,0.001,0.001,0,2067763080691028736,308.56684558220,0.0227,41.03874816715,0.0260,0.5732,0.0306,-2.243,0.052,-4.672,0.056,1,1.73458e+05,4.66437e+01,12.590378,3.39610e+04,1.19954e+02,14.023936,2.21382e+05,2.86848e+02,11.399065,2.624871,,,0,3464.00,2.4950,1.2450,19.79,50.821,308.566875,41.0387778,20 34 16.05,+41 02 19.6,O9.5V,,,E54,6.23,4.54,4.5,,17.6,3.62,,15.1,,9.409,8.83,8.517,2MASS J20341604+4102196
0.330607,307.9416848274070,41.2908535803611,0.001,0.001,90,2067828467273010176,307.94149912905,0.0217,41.29078280343,0.0235,7.1921,0.0292,-32.407,0.050,-16.439,0.043,0,4.65700e+06,1.07753e+03,9.018100,2.72939e+06,3.79093e+03,9.261224,2.75408e+06,4.76314e+03,8.661978,0.599246,-6.33,0.19,10,6594.22,0.2653,0.1395,1.43,3.482,307.9416667,41.2909444,20 31 46.00,+41 17 27.4,O9.5I,,140,,2.17,4.54,4.48,,16.6,5.97,,9.65,9.13,8.24,8.061,8.048,[MT91] 140
0.830992,308.0546870779446,41.4567621526409,0.001,0.001,0,2067835682818358400,308.05466989702,0.0225,41.45675895768,0.0306,0.6933,0.0338,-2.991,0.048,-0.742,0.055,0,5.38141e+05,4.83122e+03,11.361126,2.04754e+05,5.99853e+03,12.073308,5.02232e+05,2.09532e+04,10.509660,1.563648,,,0,4321.18,0.8220,0.4255,13.98,61.426,308.0544583,41.4569167,20 32 13.07,+41 27 24.9,B0V,,213,,4.3,4.18,4.49,,14.5,0.0,13.29,13.31,,9.521,9.248,9.071,[MT91] 213
0.257943,308.2484656178761,41.2540777972854,0.001,0.001,0,2067782936320586240,308.24844986349,0.0266,41.25405902690,0.0389,0.5446,0.0388,-2.751,0.055,-4.360,0.064,0,2.52848e+05,6.88486e+01,12.181216,4.85444e+04,1.70477e+02,13.636042,3.21875e+05,4.53132e+02,10.992703,2.643338,,,0,3964.66,2.3327,1.1630,16.07,57.455,308.248375,41.2540556,20 32 59.61,+41 15 14.6,B0V,41,378,,6.93,4.65,4.49,,17.5,6.55,16.54,15.59,13.49,9.047,8.451,8.144,Schulte 41
0.250440,308.2921722012523,41.2194913793573,0.001,0.001,0,2067781909827710720,308.29215882648,0.0262,41.21947197115,0.0373,0.5305,0.0375,-2.337,0.055,-4.508,0.063,0,1.85288e+05,4.84906e+01,12.518747,3.86514e+04,1.42059e+02,13.883474,2.29489e+05,2.94558e+02,11.360014,2.523460,,,0,3316.00,2.1660,1.0803,25.71,71.998,308.2920833,41.2194722,20 33 10.10,+41 13 10.1,B0V,51,425,,6.55,4.44,4.49,,16.0,4.32,16.63,15.61,13.68,9.437,8.908,8.625,Schulte 51
0.703370,308.2932924294685,41.2183285218720,0.001,0.001,0,2067781944187448704,308.29332521371,0.0283,41.21831388951,0.0457,1.0399,0.0459,5.728,0.062,-3.398,0.087,0,8.66994e+03,9.00781e+00,15.843326,3.46950e+03,1.80162e+01,16.500721,8.04333e+03,6.36372e+01,14.998330,1.502391,,,0,4444.67,,,1.09,0.416,308.2930833,41.2184444,20 33 10.34,+41 13 06.4,B0V,,426,,,,,,,,18.27,17.29,16.29,15.858,13.664,13.401,[MT91] 426
0.355572,308.2937668473115,41.3729020424201,0.009,0.007,0,2067785375864885888,308.29374640735,0.2209,41.37287656690,0.2983,0.9426,0.2932,-3.563,0.479,-5.917,0.560,0,2.59701e+05,6.36953e+01,12.152181,7.19578e+04,1.60714e+02,13.208694,2.86174e+05,2.61227e+02,11.120346,2.088347,,,0,3958.74,1.7440,0.8580,,,308.29375,41.373,20 33 10.50,+41 22 22.8,B0V+B3V,,429,,5.45,3.99,4.49,,13.5,0.0,14.97,14.54,12.98,9.537,9.113,8.897,[MT91] 429
0.302084,308.4041418136965,41.2698125804329,0.001,0.001,0,2067781016474500864,308.40412807659,0.0226,41.26979461781,0.0313,0.6197,0.0314,-2.398,0.050,-4.172,0.056,0,4.90780e+05,3.67456e+02,11.461149,1.23871e+05,2.92915e+02,12.618966,5.59680e+05,6.66466e+02,10.392070,2.226896,,,0,3834.08,1.7925,0.8790,21.98,94.076,308.40425,41.2698333,20 33 37.02,+41 16 11.4,B0V,70,588,,5.85,4.69,4.49,,17.9,6.8,14.46,14.06,12.4,8.683,8.168,7.929,Schulte 70
0.838924,308.4968787788913,41.0939150190249,0.001,0.001,90,2067766276146708608,308.49686497288,0.0234,41.09389504449,0.0257,0.5690,0.0315,-2.417,0.050,-4.639,0.048,0,1.54239e+05,3.95735e+01,12.717883,4.02604e+04,8.23997e+01,13.839194,1.74708e+05,1.88385e+02,11.656137,2.183058,,,0,3625.67,1.7120,0.8483,16.14,40.542,308.4971667,41.094,20 33 59.32,+41 05 38.4,B0V,,692,,5.74,4.14,4.49,,14.2,0.0,15.76,15.3,13.61,9.988,9.567,9.301,[MT91] 692
0.175161,307.7129771278545,41.3393788244830,0.001,0.001,0,2067842756625081856,307.71296046896,0.0310,41.33936126809,0.0402,0.4823,0.0402,-2.905,0.066,-4.078,0.076,0,1.11242e+05,4.49066e+01,13.072689,1.97033e+04,7.75575e+01,14.615042,1.46171e+05,2.01306e+02,11.849765,2.765277,,,0,4070.90,2.5695,1.2727,11.04,30.155,307.713,41.3393333,20 30 51.12,+41 20 21.6,B0V,,20,,7.2,4.36,4.49,,15.5,2.65,17.28,16.66,14.48,9.794,9.193,8.889,[MT91] 020
0.478682,308.2960870899323,41.1755628961014,0.001,0.001,0,2067778783091509888,308.29607070388,0.0230,41.17554424618,0.0337,0.6653,0.0318,-2.865,0.050,-4.332,0.059,0,7.98738e+04,2.33674e+01,13.432355,1.47899e+04,6.50629e+01,14.926472,1.03737e+05,1.91356e+02,12.222084,2.704388,,,0,3788.72,2.6953,1.3550,8.59,13.698,308.2959167,41.1755278,20 33 11.02,+41 10 31.9,B0V,,435,,7.13,4.2,4.49,,14.6,0.0,17.82,16.97,14.78,10.169,9.597,9.282,[MT91] 435
0.064039,308.3225215965754,41.2107572440795,0.001,0.001,0,2067780397999213952,308.32250611998,0.0274,41.21073783702,0.0428,0.5413,0.0431,-2.704,0.060,-4.507,0.067,0,9.13283e+04,3.23054e+01,13.286853,1.94542e+04,4.40612e+01,14.628854,1.12939e+05,1.56230e+02,12.129813,2.499041,,,0,3756.70,2.2890,1.1467,11.61,24.188,308.3225,41.21075,20 33 17.40,+41 12 38.7,B0V,,477,,6.49,4.12,4.49,,14.1,0.0,17.11,16.34,14.43,10.23,9.68,9.428,[MT91] 477
0.302019,308.3274436620715,41.4137081099544,0.001,0.001,0,2067879354045188992,308.32742996270,0.0189,41.41369010165,0.0261,0.5135,0.0256,-2.386,0.041,-4.183,0.047,0,4.79168e+04,2.06873e+01,13.987147,1.14575e+04,4.05972e+01,15.203662,5.71664e+04,1.47134e+02,12.869069,2.334593,,,0,4002.90,2.1875,1.0793,7.20,11.981,308.3273333,41.4136944,20 33 18.56,+41 24 49.3,B0V,,490,,5.77,3.76,4.49,,12.5,0.0,16.75,16.29,14.76,11.056,10.554,10.262,[MT91] 490
0.512813,308.4264184729881,41.1959855357258,0.001,0.001,0,2067779779523905792,308.42640370042,0.0230,41.19596531123,0.0304,0.6139,0.0325,-2.582,0.050,-4.697,0.056,0,1.36151e+05,4.62682e+01,12.853316,3.16776e+04,8.00383e+01,14.099507,1.62786e+05,1.79561e+02,11.732874,2.366633,,,0,3856.75,2.1110,1.0430,11.46,26.182,308.4265833,41.1960556,20 33 42.38,+41 11 45.8,B0V,,620,,6.24,4.24,4.49,,14.7,0.19,16.22,15.71,13.89,9.894,9.379,9.101,[MT91] 620
0.055499,308.1646119259029,40.8798492698975,0.001,0.001,0,2067768195993175936,308.16459584559,0.0348,40.87982871394,0.0368,0.5861,0.0412,-2.824,0.070,-4.774,0.076,0,2.76005e+05,8.33292e+01,12.086074,4.98699e+04,2.15944e+02,13.606792,3.58845e+05,4.64806e+02,10.874652,2.732141,,,0,4005.25,2.4580,1.2497,15.10,52.886,308.164625,40.8798611,20 32 39.51,+40 52 47.5,B0V,,,E48,6.6,4.69,4.49,,17.9,6.78,,15.05,,8.884,8.289,8.004,2MASS J20323949+4052475
0.897657,308.1457459529755,40.8774859271989,0.001,0.001,90,2067768372090380800,308.14573020281,0.0309,40.87746526283,0.0338,0.5594,0.0375,-2.766,0.062,-4.799,0.060,1,1.84191e+05,6.03005e+01,12.525197,3.61586e+04,1.11426e+02,13.955860,2.32936e+05,2.62325e+02,11.343829,2.612031,,,0,3682.52,2.5030,1.2457,17.04,48.101,308.1454167,40.8775,20 32 34.90,+40 52 39.0,B0.2V,,,A33,6.8,4.42,4.47,,15.1,6.62,16.83,15.9,13.74,9.47,8.9,8.598,[CPR2002] A33
0.416339,308.4129345985863,41.3238866339419,0.001,0.001,0,2067877910936163968,308.41291654876,0.0265,41.32386816549,0.0393,0.7923,0.0370,-3.148,0.060,-4.289,0.076,0,1.75377e+06,1.61970e+03,10.078437,4.47230e+05,1.40008e+03,11.225060,1.98519e+06,4.52728e+03,9.017415,2.207645,,,0,4129.32,,,25.48,170.026,308.4130833,41.3239167,20 33 39.14,+41 19 26.1,B0Iab,19,601,,5.72,5.27,4.49,,26.0,6.74,12.91,12.54,11.07,7.23,6.745,6.482,Schulte 19
0.754997,308.6863191759662,40.8629808913407,0.001,0.001,90,2064757703093913984,308.68630473374,0.0352,40.86296304647,0.0360,0.7001,0.0434,-2.537,0.075,-4.145,0.074,0,1.88351e+06,2.65921e+03,10.000945,3.34084e+05,1.02804e+03,11.541749,2.38911e+06,7.78964e+03,8.816329,2.725420,,,0,3676.93,1.4380,0.6630,43.75,315.245,308.68625,40.8627778,20 34 44.70,+40 51 46.0,B0Ia,,,A27,7.58,5.63,4.49,,35.2,5.94,,,,6.71,6.07,5.745,[CPR2002] A27
0.970994,308.7449182119448,41.6048223745561,0.002,0.001,90,2067885779315742592,308.74490688365,0.0557,41.60480319860,0.0467,1.0579,0.0665,-1.967,0.112,-4.454,0.083,0,1.34240e+06,1.11684e+04,10.368659,2.78399e+05,7.45346e+03,11.739718,1.67976e+06,3.92146e+04,9.198800,2.540917,,,0,3699.00,1.9770,0.9295,23.97,96.874,308.7445833,41.6047222,20 34 58.70,+41 36 17.0,B0Ib+B0III,,,A36,6.05,5.24,4.49,,25.5,6.78,,12.81,11.27,7.21,6.66,6.36,[CPR2002] A36
0.052266,308.1627354679922,41.0021571863964,0.001,0.001,0,2067771533186357888,308.16271913488,0.0219,41.00213764390,0.0276,0.5548,0.0282,-2.863,0.048,-4.539,0.052,0,4.37241e+06,6.98449e+03,9.086564,9.03932e+05,3.62416e+03,10.461048,5.26661e+06,2.21425e+04,7.958093,2.502955,,,0,3768.23,1.7408,0.8680,77.59,1093.728,308.16275,41.0021667,20 32 39.06,+41 00 07.8,B0Ia,,,E47,6.53,5.83,4.49,,42.3,4.79,,12.21,,6.035,5.487,5.157,2MASS J20323904+4100078
0.032781,308.4092393519387,40.8947735419952,0.001,0.001,90,2067754731274151424,308.40922762836,0.0245,40.89475388068,0.0249,0.6271,0.0294,-2.058,0.052,-4.566,0.046,0,7.66077e+05,5.74470e+02,10.977685,1.65937e+05,4.10822e+02,12.301532,9.21005e+05,1.20772e+03,9.851265,2.450267,,,0,3780.89,,,28.42,148.681,308.40925,40.8947778,20 33 38.22,+40 53 41.2,B0Ib,,,E52,5.91,4.97,4.49,,21.2,7.06,,13.53,,8.028,7.496,7.235,2MASS J20333821+4053411
0.548396,308.0156946515813,41.4195669921663,0.001,0.001,0,2067835438000806016,308.01567930634,0.0192,41.41954903491,0.0236,0.5851,0.0268,-2.673,0.042,-4.171,0.043,0,1.96326e+05,8.72930e+02,12.455923,5.75801e+04,5.32415e+02,13.450708,2.03965e+05,1.86470e+03,11.488033,1.962675,,,0,4164.55,1.6740,0.8220,11.23,34.189,308.0155833,41.4196944,20 32 03.74,+41 25 10.9,B0.5V,,187,,5.31,4.05,4.44,,12.3,3.74,15.15,14.76,13.24,9.897,9.492,9.257,[MT91] 187
0.428013,308.1155737529205,41.4811796669602,0.001,0.001,0,2067837263366481536,308.11556032395,0.0233,41.48116235820,0.0276,0.6164,0.0314,-2.337,0.051,-4.020,0.052,0,7.66167e+05,3.20816e+02,10.977557,3.14849e+05,6.08869e+02,11.606133,6.58407e+05,4.58575e+02,10.215684,1.390449,,,0,4462.80,0.4920,0.2223,17.04,103.808,308.1156667,41.4810833,20 32 27.76,+41 28 51.9,B0.5V,21,259,,3.8,4.2,4.44,,12.9,7.63,12.39,12.42,11.42,9.191,8.895,8.766,Schulte 21
0.541409,308.4158153566494,41.3811636905463,0.012,0.011,90,2067878357612771200,308.41578529027,0.3812,41.38114979283,0.3702,0.2232,0.4127,-5.240,0.787,-3.228,0.693,0,6.65157e+05,4.49049e+02,11.131056,2.26713e+05,4.03497e+02,11.962696,6.52104e+05,8.56634e+02,10.226127,1.736569,,,0,4184.94,,,,,308.416,41.3812222,20 33 39.84,+41 22 52.4,B0.5V+B2.5V,,605,,4.66,4.1,4.44,,12.5,5.39,13.17,12.97,11.78,8.876,8.543,8.279,[MT91] 605
0.464040,308.1646119259029,40.8798492698975,0.001,0.001,0,2067768195993175936,308.16459584559,0.0348,40.87982871394,0.0368,0.5861,0.0412,-2.824,0.070,-4.774,0.076,0,2.76005e+05,8.33292e+01,12.086074,4.98699e+04,2.15944e+02,13.606792,3.58845e+05,4.64806e+02,10.874652,2.732141,,,0,4005.25,2.4580,1.2497,15.10,52.886,308.1645833,40.8797222,20 32 39.50,+40 52 47.0,B0.5V,,,A31,7.2,4.63,4.44,,15.7,10.0,16.71,15.78,,8.92,8.29,7.976,[CPR2002] A31
0.197986,308.2775460382719,41.3536470479018,0.001,0.001,0,2067784967844456192,308.27753351574,0.0193,41.35362865216,0.0271,0.5464,0.0272,-2.183,0.043,-4.273,0.046,0,9.53501e+04,2.25021e+01,13.240063,2.32852e+04,6.15413e+01,14.433687,1.11725e+05,1.52780e+02,12.141543,2.292144,,,0,3459.00,2.1213,1.0350,15.47,30.872,308.2775833,41.3536944,20 33 06.62,+41 21 13.3,B0.5V,,409,,5.96,3.91,4.44,,11.6,0.0,16.58,15.97,14.21,10.391,9.921,9.668,[MT91] 409
0.040384,308.3279144605753,40.9938500102249,0.001,0.001,0,2067759056302388992,308.32790080478,0.0211,40.99383107662,0.0267,0.5856,0.0281,-2.394,0.045,-4.397,0.049,1,1.99411e+05,7.20594e+01,12.438993,4.11396e+04,1.55850e+02,13.815738,2.48775e+05,2.89342e+02,11.272404,2.543334,,,0,3551.50,2.1740,1.0710,19.10,52.280,308.3279167,40.9938611,20 33 18.70,+40 59 37.9,B0.5III,,,E51,6.63,4.54,4.44,,14.9,10.0,,15.27,,9.205,8.591,8.14,2MASS J20331869+4059378
0.135312,308.0563252056352,41.4583288118051,0.001,0.001,90,2067835678524562944,308.05631256235,0.0304,41.45831110635,0.0324,0.5152,0.0393,-2.201,0.063,-4.112,0.055,0,1.64234e+05,8.14423e+01,12.649707,6.32072e+04,1.66290e+02,13.349471,1.49849e+05,2.12782e+02,11.822786,1.526685,,,0,4339.67,0.7110,0.3550,10.26,33.651,308.056375,41.4583333,20 32 13.53,+41 27 30.0,B1V,,215,,4.05,3.58,4.39,,9.2,0.0,14.55,14.19,13.14,10.653,10.367,10.187,[MT91] 215
0.160841,308.1542409322303,41.3847733505085,0.001,0.001,0,2067831624070707840,308.15422607155,0.0193,41.38475566505,0.0243,0.5471,0.0267,-2.590,0.041,-4.108,0.047,0,2.24455e+05,4.15682e+01,12.310543,6.38778e+04,1.36708e+02,13.338013,2.44285e+05,2.11724e+02,11.292176,2.045836,,,0,3961.42,1.3867,0.6677,15.11,50.641,308.1542917,41.38475,20 32 37.03,+41 23 05.1,B1V,,292,,5.31,4.09,4.39,,10.9,10.0,15.01,14.59,13.08,9.728,9.263,9.042,[MT91] 292
0.086947,308.1619266651780,41.4224489395557,0.001,0.001,90,2067833204623425280,308.16191134701,0.0266,41.42243228245,0.0297,0.5336,0.0383,-2.668,0.054,-3.869,0.052,0,1.41831e+05,3.19493e+01,12.808941,5.23642e+04,1.19378e+02,13.553803,1.33782e+05,9.82511e+01,11.945928,1.607875,,,0,4395.75,0.9240,0.4470,8.86,26.395,308.1619583,41.4224444,20 32 38.87,+41 25 20.8,B1V,,300,,4.34,3.62,4.39,,9.2,0.9,14.92,14.48,13.32,10.711,10.323,10.126,[MT91] 300
0.088366,308.2683920772091,41.2858217298684,0.001,0.001,90,2067784521167847424,308.26837836137,0.0306,41.28580237326,0.0382,0.5241,0.0426,-2.394,0.068,-4.496,0.064,0,1.04172e+05,3.21447e+01,13.143990,2.51777e+04,6.67790e+01,14.348849,1.22716e+05,1.60540e+02,12.039665,2.309184,,,0,4000.24,2.0820,1.0280,10.42,25.045,308.2684167,41.2858056,20 33 04.42,+41 17 08.9,B1V,54,395,,5.96,3.9,4.39,,10.2,10.0,16.58,15.89,14.14,10.268,9.799,9.552,Schulte 54
0.510495,308.2716162334387,41.2975666569432,0.001,0.001,0,2067784555527587072,308.27159998659,0.0152,41.29754776235,0.0216,0.5319,0.0216,-2.835,0.033,-4.388,0.037,0,9.14077e+04,2.23727e+01,13.285909,2.48316e+04,4.74086e+01,14.363876,1.02007e+05,1.25045e+02,12.240348,2.123529,,,0,3660.50,1.9397,0.9650,12.87,26.813,308.27175,41.2976667,20 33 05.22,+41 17 51.6,B1V,,400,,5.54,3.74,4.39,,9.6,6.58,16.28,15.77,14.15,10.613,10.195,9.938,[MT91] 400
0.643389,308.3138113582454,41.4991022692272,0.003,0.003,0,2067926804843893504,308.31379854864,0.0718,41.49907986955,0.0937,0.3419,0.1036,-2.228,0.165,-5.203,0.182,0,1.60151e+05,4.13699e+01,12.677041,4.48229e+04,1.09272e+02,13.722638,1.77113e+05,2.05510e+02,11.641293,2.081346,,,0,4212.71,1.5965,0.7652,,,308.3140417,41.4990556,20 33 15.37,+41 29 56.6,B1V,,467,,5.41,3.97,4.39,,10.4,10.0,15.49,15.02,13.43,10.029,9.573,9.343,[MT91] 467
0.153124,308.3468014460159,41.2283407461175,0.001,0.001,0,2067780432358951296,308.34678673728,0.0269,41.22832218556,0.0394,0.5778,0.0390,-2.569,0.055,-4.311,0.070,0,8.24448e+04,2.83045e+01,13.397958,1.66295e+04,4.66560e+01,14.799191,1.04008e+05,2.08923e+02,12.219249,2.579943,,,0,3545.00,2.4980,1.2460,12.52,22.315,308.3468333,41.2283056,20 33 23.24,+41 13 41.9,B1V,66,515,,6.77,4.01,4.39,,10.6,10.0,17.68,16.69,14.66,10.239,9.68,9.36,Schulte 66
0.037905,307.8890699963819,41.3802811490561,0.001,0.001,0,2067840974218090112,307.88905592741,0.0283,41.38026419639,0.0335,0.5740,0.0389,-2.452,0.060,-3.937,0.064,0,1.49968e+05,4.71817e+01,12.748369,3.32822e+04,8.06663e+01,14.045857,1.83276e+05,3.32624e+02,11.604154,2.441704,,,0,3410.00,2.0123,0.9980,19.39,45.824,307.8890833,41.3802778,20 31 33.38,+41 22 49.0,B1V+B2V,,103,,6.37,4.04,4.39,,10.7,10.0,16.52,15.81,13.81,9.744,9.222,8.939,[MT91] 103
0.749095,308.0608307024624,41.3758600114174,0.001,0.001,90,2067834342788541056,308.06081596551,0.0177,41.37584000711,0.0197,0.5574,0.0235,-2.568,0.038,-4.646,0.036,0,7.12887e+04,2.58905e+01,13.555815,2.07379e+04,4.56253e+01,14.559477,7.74891e+04,1.11707e+02,12.538817,2.020659,,,0,3709.00,1.6040,0.7963,10.39,18.401,308.0606667,41.3760278,20 32 14.56,+41 22 33.7,B1V,,220,,5.38,3.61,4.39,,9.1,0.61,16.36,15.86,14.34,10.936,10.477,10.229,[MT91] 220
0.042920,308.0889445693317,41.3098551197338,0.001,0.001,0,2067830941174419968,308.08892832048,0.0232,41.30983709414,0.0259,0.5210,0.0303,-2.835,0.052,-4.187,0.055,0,4.23168e+04,1.49706e+01,14.122083,1.10874e+04,2.61605e+01,15.239314,4.83408e+04,1.02032e+02,13.051135,2.188179,,,0,3547.50,2.0173,0.9955,9.93,14.061,308.0889583,41.3098611,20 32 21.35,+41 18 35.5,B1V,,238,,5.71,3.45,4.39,,8.7,0.0,17.31,16.71,14.91,11.387,10.944,10.672,[MT91] 238
0.645057,308.2114465613816,41.2506068792145,0.001,0.001,0,2067783078058841600,308.21143218007,0.0231,41.25058639693,0.0305,0.5734,0.0313,-2.511,0.050,-4.757,0.056,0,9.05486e+04,2.51143e+01,13.296162,1.86601e+04,5.62437e+01,14.674103,1.13208e+05,1.49421e+02,12.127223,2.546880,,,0,3760.26,2.5193,1.2577,10.88,21.314,308.2112083,41.2506111,20 32 50.69,+41 15 02.2,B1V,,343,,6.55,4.0,4.39,,10.6,10.0,17.2,16.42,14.44,10.225,9.655,9.361,[MT91] 343
0.116539,308.2360983552173,41.3946918621356,0.001,0.001,0,2067832246844656768,308.23608217987,0.0164,41.39467323590,0.0236,0.5752,0.0250,-2.818,0.036,-4.326,0.039,0,1.06213e+05,2.68611e+01,13.122922,3.50391e+04,6.54480e+01,13.990006,1.07466e+05,9.02964e+01,12.183746,1.806259,,,0,3976.33,1.2257,0.5965,9.76,21.466,308.2360833,41.3947222,20 32 56.66,+41 23 41.0,B1V,,365,,4.81,3.62,4.39,,9.2,1.14,15.41,15.09,13.81,10.785,10.363,10.153,[MT91] 365
0.223828,308.2936012355477,41.3492726010172,0.001,0.001,0,2067785272785269888,308.29358388462,0.0266,41.34924819818,0.0367,0.6222,0.0379,-3.025,0.059,-5.668,0.062,0,1.12756e+05,3.73929e+01,13.058019,2.68331e+04,7.10170e+01,14.279713,1.33338e+05,1.71307e+02,11.949537,2.330175,,,0,4191.28,2.2510,1.1025,7.84,17.102,308.2935833,41.3493333,20 33 10.46,+41 20 57.6,B1V,,428,,6.0,3.95,4.39,,10.4,10.0,16.55,15.83,14.06,10.198,9.707,9.443,[MT91] 428
0.216160,308.3297600876657,41.2958296782785,0.001,0.001,0,2067783799613328768,308.32974431537,0.0163,41.29581139550,0.0236,0.5601,0.0212,-2.752,0.035,-4.246,0.043,0,4.87241e+04,1.28790e+01,13.969006,1.30377e+04,2.23278e+01,15.063382,5.50902e+04,8.66929e+01,12.909234,2.154148,,,0,3701.75,1.9757,0.9790,8.60,12.521,308.3298333,41.2958056,20 33 19.16,+41 17 44.9,B1V,,492,,5.67,3.5,4.39,,8.9,0.0,17.04,16.53,14.85,11.241,10.779,10.544,[MT91] 492
0.345379,308.3472472863152,41.3381080669391,0.001,0.001,0,2067784383729101696,308.34723197902,0.0262,41.33808948232,0.0391,0.5342,0.0393,-2.669,0.060,-4.316,0.070,0,1.23037e+05,3.86907e+01,12.963275,3.60134e+04,6.71777e+01,13.960228,1.32887e+05,1.98206e+02,11.953214,2.007014,,,0,3757.97,1.3955,0.6955,13.64,33.428,308.347375,41.3381111,20 33 23.37,+41 20 17.2,B1V,,517,,5.24,3.79,4.39,,9.8,9.1,15.67,15.24,13.74,10.404,9.995,9.778,[MT91] 517
0.453744,308.4272352366841,41.2490693008319,0.001,0.001,0,2067780741596586752,308.42721873739,0.0211,41.24904989970,0.0257,0.5643,0.0286,-2.881,0.045,-4.506,0.048,0,5.51114e+04,1.94998e+01,13.835262,1.22054e+04,3.70448e+01,15.135006,6.74537e+04,1.22660e+02,12.689406,2.445600,,,0,3432.00,2.4030,1.2013,11.70,17.103,308.427375,41.2491389,20 33 42.57,+41 14 56.9,B1V,,621,,6.46,3.79,4.39,,9.8,9.02,17.41,16.84,14.93,10.737,10.226,9.888,[MT91] 621
0.804911,308.6025837739627,41.4403157855943,0.001,0.001,0,2067877498618793856,308.60256870107,0.0197,41.44029852070,0.0256,0.5779,0.0292,-2.624,0.043,-4.010,0.044,0,6.05191e+04,1.88757e+01,13.733634,1.58327e+04,3.94384e+01,14.852501,6.94474e+04,7.03990e+01,12.657780,2.194721,,,0,3816.25,2.0400,1.0087,8.41,13.502,308.6023333,41.4401944,20 34 24.56,+41 26 24.7,B1V,,759,,5.85,3.68,4.39,,9.4,3.52,16.74,16.32,14.65,10.873,10.377,10.112,[MT91] 759
0.788513,307.6654163587480,41.1468857313167,0.001,0.001,0,2067813005390784896,307.66539966617,0.0293,41.14686966082,0.0368,0.7494,0.0397,-2.919,0.063,-3.733,0.080,0,1.73454e+06,2.69539e+03,10.090404,3.36886e+05,1.34198e+03,11.532681,2.12845e+06,8.13449e+03,8.941764,2.590917,,,0,3572.05,1.5800,0.7867,43.18,273.471,307.6654167,41.1466667,20 30 39.70,+41 08 48.0,B0.7Ib,,,A23,7.38,5.42,4.42,,26.3,7.04,,,,6.94,6.31,5.963,[CPR2002] A23
0.631880,308.4492991464313,41.3448268649787,0.001,0.001,0,2067875127797303040,308.44928262079,0.0253,41.34480687107,0.0329,0.6530,0.0376,-2.882,0.056,-4.644,0.057,0,8.78995e+05,6.62005e+02,10.828400,2.20248e+05,4.64881e+02,11.994108,9.98441e+05,2.04785e+03,9.763614,2.230495,,,0,4076.24,1.2780,0.6837,22.82,129.550,308.4495,41.3449167,20 33 47.88,+41 20 41.7,B1III,26,642,,5.77,4.84,4.39,,15.9,10.0,13.77,13.33,11.78,7.986,7.487,7.209,Schulte 26
